DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
8.19,8.29,10.65,12.81,10.58,0.00,0.00,3.62,0.00,12.52,15.19,25.04,13.19,16.15,0.00,8.48,21.48,0.00,0.00,0.00,
29.78,19.68,25.09,27.60,19.14,66.64,29.88,46.42,59.19,26.22,17.05,25.12,56.55,18.99,16.78,14.24,15.95,0.00,39.19,26.38,
0.00,8.68,14.43,11.59,0.00,0.00,6.22,0.00,0.00,9.59,13.26,0.00,26.17,18.83,10.89,5.04,10.76,28.03,0.00,0.00,
0.00,8.93,6.92,4.77,0.00,0.00,4.25,7.79,0.00,0.00,8.93,0.00,7.79,6.93,10.36,0.00,0.00,0.00,12.07,0.00,
11.33,0.00,0.00,0.00,4.36,0.00,0.00,3.54,6.36,0.00,7.73,0.00,0.00,0.00,0.00,3.25,0.00,8.67,6.67,0.00,
14.03,7.32,24.24,15.58,11.59,17.70,0.00,8.28,0.00,16.06,12.84,0.00,15.52,13.66,25.76,7.31,29.15,0.00,31.03,0.00,
10.36,6.67,0.00,0.00,13.07,6.53,10.36,9.87,6.67,0.00,0.00,8.67,0.00,0.00,7.07,7.07,0.00,0.00,0.00,3.85,
0.00,26.00,0.00,15.06,5.41,28.07,0.00,9.32,25.62,21.85,29.62,0.00,27.65,27.51,19.16,12.17,24.83,28.39,16.91,28.52,
27.62,17.27,43.15,36.73,26.05,11.83,26.28,31.39,22.80,28.01,7.45,28.48,77.40,28.19,23.95,22.27,48.64,51.65,64.15,32.10,
3.77,0.00,14.37,0.00,0.00,24.04,0.00,6.00,0.00,12.81,4.79,8.24,15.19,18.81,21.48,19.93,0.00,0.00,0.00,0.00,
9.87,11.33,0.00,5.69,0.00,8.67,0.00,8.67,0.00,0.00,6.67,0.00,6.53,7.73,10.36,13.07,0.00,7.07,0.00,7.73,
7.08,0.00,0.00,2.90,0.00,6.08,5.08,0.00,0.00,0.00,5.42,0.00,4.55,0.00,8.42,8.42,0.00,0.00,0.00,10.08,
0.00,7.07,13.07,0.00,0.00,6.67,0.00,6.36,8.67,8.67,11.33,6.07,7.73,7.73,0.00,9.87,0.00,11.33,0.00,9.87,
23.79,23.79,0.00,11.53,11.58,0.00,22.50,5.66,0.00,11.09,14.73,24.06,20.26,17.21,12.06,12.23,12.91,0.00,0.00,26.74,
9.38,9.38,0.00,8.00,0.00,0.00,0.00,6.92,5.54,0.00,3.75,0.00,0.00,7.08,6.08,5.42,0.00,0.00,0.00,0.00,
24.49,24.24,30.90,38.04,19.63,47.68,38.99,34.96,54.03,13.97,15.13,7.79,52.23,27.81,22.72,35.72,9.46,46.28,39.58,28.30,
13.54,11.52,17.57,19.61,0.00,14.58,20.49,12.14,0.00,23.82,11.21,0.00,10.25,32.34,0.00,7.74,0.00,0.00,0.00,29.08,
9.39,19.31,24.05,20.97,0.00,15.58,14.29,21.89,20.97,12.58,17.69,28.11,0.00,18.00,15.70,9.54,28.11,0.00,12.50,26.65,
16.09,0.00,0.00,14.54,7.33,0.00,0.00,11.21,0.00,5.59,20.21,6.77,14.54,0.00,17.04,8.68,10.17,0.00,11.04,18.54,
0.00,0.00,4.55,0.00,0.00,0.00,9.09,3.30,0.00,0.00,4.10,5.27,0.00,0.00,7.45,0.00,4.73,4.50,0.00,0.00,
16.03,0.00,8.74,7.78,0.00,0.00,17.89,0.00,16.03,0.00,6.88,10.83,17.38,14.03,20.21,17.77,0.00,0.00,22.83,12.11,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,5.30,0.00,4.55,0.00,0.00,4.73,5.27,6.18,2.89,9.09,0.00,0.00,0.00,
0.00,8.59,0.00,0.00,0.00,5.07,11.76,0.00,0.00,0.00,6.31,0.00,5.06,10.81,0.00,6.21,0.00,0.00,7.65,7.65,
0.00,5.50,12.05,0.00,0.00,18.05,13.25,12.05,0.00,9.25,7.89,5.79,0.00,0.00,7.37,13.25,0.00,0.00,5.56,0.00,
13.05,8.25,7.25,0.00,0.00,11.90,0.00,15.62,9.62,6.05,17.24,7.45,19.05,12.95,17.24,11.05,10.38,0.00,0.00,14.19,
0.00,10.23,5.85,14.19,5.37,6.95,0.00,20.05,0.00,9.24,11.86,0.00,12.77,0.00,0.00,7.71,11.14,0.00,15.14,16.59,
10.08,8.42,3.27,5.08,0.00,6.08,0.00,0.00,0.00,7.08,0.00,0.00,6.08,10.08,4.91,5.08,0.00,0.00,0.00,0.00,
6.08,8.00,0.00,6.92,0.00,0.00,8.00,5.42,0.00,0.00,5.69,0.00,6.92,4.42,0.00,9.38,6.15,0.00,0.00,0.00,
11.76,16.06,13.29,14.28,0.00,0.00,0.00,4.81,0.00,0.00,6.24,0.00,8.28,0.00,9.39,9.39,7.53,0.00,8.72,11.39,
11.08,0.00,0.00,8.00,0.00,6.15,0.00,3.82,8.00,0.00,5.75,0.00,0.00,5.69,0.00,6.92,0.00,11.08,0.00,6.92,
20.14,19.30,45.53,31.06,6.71,28.88,18.94,11.78,78.22,32.92,25.65,33.10,83.44,37.81,17.08,17.43,46.58,0.00,45.59,28.18,
9.65,8.38,5.68,11.86,0.00,8.55,16.59,5.55,0.00,13.86,0.00,0.00,12.77,11.86,0.00,0.00,0.00,0.00,18.23,15.14,
7.05,8.72,13.25,0.00,0.00,18.05,0.00,7.72,0.00,0.00,0.00,7.61,0.00,8.95,0.00,5.39,9.65,0.00,0.00,11.05,
0.00,7.45,0.00,4.55,0.00,0.00,0.00,0.00,0.00,4.10,0.00,6.18,0.00,9.09,4.73,5.27,9.09,7.45,0.00,5.27,
7.68,0.00,0.00,11.05,0.00,14.65,4.39,5.37,0.00,0.00,7.65,0.00,17.24,0.00,11.05,6.95,0.00,0.00,9.52,0.00,
4.77,6.36,0.00,7.08,0.00,0.00,0.00,8.93,0.00,0.00,10.36,5.69,12.07,6.93,0.00,7.79,0.00,0.00,7.79,0.00,
15.06,15.06,7.31,7.53,0.00,0.00,0.00,8.00,0.00,5.07,0.00,11.76,0.00,5.06,10.47,8.19,8.59,0.00,0.00,11.76,
13.59,15.18,15.24,27.03,9.18,21.86,13.79,7.78,17.89,0.00,9.11,0.00,13.79,19.10,23.45,8.42,14.14,0.00,10.22,14.14,
4.00,5.08,10.08,0.00,0.00,0.00,7.08,0.00,0.00,8.42,3.82,5.42,0.00,0.00,10.08,6.08,0.00,0.00,6.08,0.00,
12.09,36.42,26.08,9.58,0.00,26.82,15.33,23.57,41.53,34.68,14.49,9.75,33.06,76.48,31.34,28.51,18.53,43.58,29.45,25.35,
0.00,0.00,4.73,0.00,0.00,9.09,4.55,6.18,6.18,0.00,7.45,0.00,9.09,4.73,5.10,0.00,0.00,0.00,0.00,5.27,
0.00,8.42,6.15,0.00,0.00,6.92,0.00,5.69,8.00,0.00,8.42,0.00,5.54,6.15,4.75,6.92,0.00,0.00,0.00,0.00,
4.55,9.09,4.50,0.00,0.00,0.00,0.00,3.33,0.00,0.00,7.45,0.00,0.00,4.73,0.00,0.00,0.00,0.00,0.00,5.10,
10.23,10.05,5.16,8.67,0.00,10.19,15.62,0.00,0.00,11.33,9.62,0.00,0.00,0.00,12.67,0.00,6.86,0.00,7.24,0.00,
5.94,9.90,15.62,0.00,0.00,0.00,11.05,0.00,17.24,0.00,0.00,18.05,0.00,0.00,2.64,0.00,15.62,0.00,0.00,9.25,
4.10,2.44,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,4.10,0.00,0.00,9.09,4.55,0.00,5.27,0.00,0.00,0.00,
0.00,0.00,12.72,0.00,4.82,6.47,11.16,8.95,0.00,8.28,8.95,0.00,0.00,0.00,0.00,6.06,10.21,0.00,8.72,15.26,
24.84,19.60,21.45,21.75,13.16,38.70,12.48,44.20,52.99,46.68,18.86,35.18,0.00,20.20,17.54,22.21,27.47,0.00,12.13,13.68,
8.56,4.40,9.56,0.00,0.00,7.31,0.00,6.00,0.00,0.00,14.06,0.00,0.00,8.40,14.06,4.64,7.06,0.00,0.00,12.31,
20.75,12.39,0.00,9.85,0.00,15.24,9.04,13.79,21.86,12.18,10.12,0.00,0.00,0.00,14.62,8.96,6.89,27.03,17.93,0.00,
0.00,9.09,0.00,0.00,0.00,0.00,4.73,2.90,6.18,0.00,5.27,4.10,5.10,4.73,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,5.27,0.00,6.08,0.00,0.00,0.00,2.30,0.00,0.00,3.10,0.00,0.00,8.42,0.00,5.27,0.00,0.00,0.00,0.00,
0.00,8.42,0.00,4.18,0.00,7.45,0.00,0.00,5.08,5.42,7.08,0.00,6.08,6.18,0.00,0.00,5.42,0.00,0.00,0.00,
10.28,6.71,14.28,0.00,0.00,12.72,11.39,9.39,8.06,0.00,10.28,0.00,12.72,8.00,7.88,5.76,8.72,0.00,0.00,16.06,
0.00,6.18,0.00,0.00,0.00,4.10,0.00,6.18,0.00,5.27,7.45,9.09,9.09,4.73,5.10,0.00,0.00,0.00,0.00,0.00,
12.32,8.53,10.25,13.25,0.00,9.65,0.00,16.25,0.00,0.00,14.65,7.17,0.00,9.25,10.74,8.32,12.05,8.63,0.00,0.00,
10.41,27.46,0.00,22.93,0.00,41.02,10.78,8.61,0.00,0.00,10.22,14.98,0.00,21.68,15.93,6.81,20.70,0.00,25.16,0.00,
24.74,25.03,0.00,8.06,11.62,0.00,0.00,4.83,16.57,10.36,20.17,20.91,0.00,17.94,13.22,14.97,12.91,0.00,0.00,17.03,
16.22,31.77,20.79,12.03,20.77,21.79,69.04,22.18,28.43,13.32,32.38,44.29,50.26,64.62,19.65,11.70,23.39,40.30,32.42,31.01,
9.96,0.00,9.84,15.18,0.00,13.70,0.00,4.05,0.00,14.46,13.18,0.00,13.46,10.73,0.00,18.18,17.04,15.18,21.41,0.00,
11.60,10.70,11.52,0.00,0.00,16.88,12.04,15.44,0.00,11.84,6.57,0.00,23.04,0.00,7.39,6.78,0.00,0.00,0.00,7.88,
6.18,4.55,4.10,7.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.18,2.44,0.00,4.50,0.00,0.00,0.00,0.00,
5.10,7.45,3.30,4.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73,6.18,5.30,0.00,9.09,0.00,0.00,0.00,0.00,
11.79,16.13,12.62,11.68,0.00,18.30,10.83,0.00,29.03,14.77,9.31,10.30,15.10,14.58,0.00,20.97,10.34,15.55,0.00,22.32,
15.16,10.80,16.63,23.89,0.00,0.00,22.21,32.98,30.85,31.77,9.86,7.86,0.00,15.74,17.79,11.91,26.02,30.60,24.77,44.10,
4.42,5.42,0.00,0.00,0.00,0.00,11.08,0.00,8.00,4.92,11.08,5.69,0.00,0.00,6.92,6.15,0.00,0.00,8.00,0.00,
0.00,7.08,0.00,5.08,0.00,0.00,5.27,6.08,0.00,0.00,4.73,0.00,0.00,8.42,7.45,0.00,9.09,0.00,0.00,0.00,
15.92,15.39,19.32,10.59,0.00,19.02,11.08,14.39,19.62,0.00,21.82,23.52,0.00,0.00,10.09,7.68,0.00,0.00,25.62,7.53,
13.09,29.08,0.00,32.34,0.00,18.03,12.32,21.82,36.03,20.24,8.73,12.08,0.00,27.61,28.58,8.39,16.53,0.00,12.38,0.00,
24.84,21.80,45.40,26.17,14.72,14.38,20.13,24.93,0.00,18.46,64.29,15.46,0.00,16.66,13.36,13.52,20.14,51.29,34.29,20.58,
0.00,22.04,12.71,5.14,0.00,12.71,7.32,10.00,0.00,17.04,18.54,9.83,11.04,6.41,14.95,11.21,0.00,0.00,13.54,0.00,
12.53,58.08,20.05,27.11,0.00,14.32,6.57,25.38,36.73,44.51,20.34,16.22,22.89,40.16,37.50,31.15,19.31,0.00,48.79,30.54,
13.25,10.98,0.00,36.73,0.00,14.43,8.32,9.40,23.88,0.00,35.40,31.51,0.00,43.27,24.27,19.87,18.69,0.00,0.00,38.85,
18.38,16.47,18.86,0.00,9.03,17.58,0.00,15.36,18.03,24.05,6.74,0.00,19.46,0.00,18.08,7.41,10.77,21.89,28.11,20.16,
5.74,8.35,14.37,0.00,0.00,0.00,0.00,5.39,14.65,0.00,11.42,12.59,12.04,0.00,23.19,0.00,9.65,16.15,12.59,14.65,
9.43,0.00,14.43,0.00,0.00,10.05,0.00,8.27,0.00,0.00,0.00,0.00,0.00,11.04,0.00,0.00,0.00,0.00,6.14,15.71,
17.04,22.46,21.20,6.12,0.00,18.81,13.11,13.18,0.00,14.37,8.65,13.04,0.00,19.46,0.00,13.46,13.18,0.00,15.78,0.00,
0.00,6.18,0.00,0.00,0.00,7.45,0.00,5.27,0.00,0.00,0.00,0.00,0.00,2.90,2.89,9.09,4.55,0.00,0.00,9.09,
12.47,12.26,10.91,17.56,0.00,12.32,5.57,24.74,17.94,21.32,9.27,17.27,0.00,33.03,13.94,11.21,0.00,0.00,0.00,0.00,
10.08,4.50,0.00,6.08,0.00,5.42,5.08,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.18,0.00,0.00,0.00,8.42,
9.22,21.58,0.00,19.32,0.00,19.70,14.53,8.23,26.74,0.00,7.97,18.50,12.18,0.00,0.00,10.41,14.73,0.00,23.79,0.00,
0.00,10.17,18.00,0.00,0.00,0.00,6.43,15.38,0.00,0.00,11.84,16.64,11.60,0.00,12.24,4.84,0.00,0.00,23.04,6.32,
6.18,7.45,0.00,0.00,0.00,4.10,0.00,0.00,0.00,0.00,4.73,0.00,0.00,2.89,3.50,9.09,0.00,0.00,0.00,0.00,
5.06,5.61,11.39,0.00,0.00,0.00,0.00,6.47,0.00,10.21,15.26,0.00,0.00,5.83,15.26,2.94,0.00,0.00,0.00,0.00,
6.08,3.27,0.00,0.00,0.00,10.08,0.00,4.73,0.00,6.08,0.00,7.08,0.00,8.42,8.42,5.08,0.00,0.00,5.42,0.00,
6.32,0.00,0.00,0.00,0.00,14.04,0.00,5.43,0.00,0.00,6.77,8.96,0.00,6.00,21.20,12.79,16.64,0.00,0.00,0.00,
16.35,12.19,13.58,8.54,5.83,0.00,12.04,8.96,0.00,22.19,11.39,12.96,0.00,0.00,0.00,17.58,12.19,0.00,7.76,21.20,
5.42,0.00,0.00,8.42,0.00,0.00,6.08,8.42,0.00,0.00,10.08,0.00,0.00,4.00,0.00,3.50,0.00,0.00,4.73,0.00,
7.07,13.07,0.00,7.07,0.00,13.07,0.00,0.00,9.87,11.33,5.79,0.00,0.00,8.67,4.77,0.00,6.53,0.00,4.36,0.00,
9.20,16.15,0.00,21.48,0.00,0.00,0.00,19.93,9.20,17.58,7.74,10.88,0.00,17.26,0.00,9.04,16.15,0.00,8.73,8.04,
3.75,8.67,8.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.73,0.00,6.53,0.00,2.92,11.33,0.00,0.00,4.07,
13.07,6.36,0.00,0.00,0.00,0.00,7.07,9.87,0.00,13.07,3.85,0.00,0.00,7.73,5.36,5.79,0.00,0.00,0.00,8.67,
0.00,9.38,6.92,8.00,0.00,0.00,6.15,0.00,5.69,0.00,0.00,5.69,0.00,8.42,4.08,11.08,6.15,0.00,0.00,9.38,
13.68,0.00,8.95,0.00,0.00,12.61,0.00,0.00,0.00,10.21,11.16,6.72,0.00,0.00,7.06,11.39,0.00,0.00,9.41,4.82,
0.00,6.45,7.89,0.00,5.50,12.95,8.45,19.05,10.38,8.25,11.90,0.00,0.00,0.00,9.62,0.00,0.00,0.00,15.62,8.05,
28.75,25.14,28.46,20.46,0.00,48.10,8.32,24.38,0.00,0.00,14.59,46.25,21.41,0.00,14.41,18.39,27.17,0.00,14.94,17.77,
47.41,13.90,49.14,34.39,57.93,17.59,34.19,20.94,30.34,31.51,16.60,12.02,50.22,44.52,27.69,13.88,28.41,0.00,93.01,29.68,
12.32,13.68,5.61,15.26,0.00,0.00,9.41,6.94,13.68,15.26,0.00,0.00,0.00,9.41,8.63,0.00,0.00,0.00,4.94,0.00,
4.92,0.00,4.18,0.00,4.42,0.00,0.00,3.75,11.08,0.00,0.00,6.92,0.00,6.92,0.00,0.00,0.00,0.00,6.15,0.00,
10.47,5.20,9.41,4.81,0.00,0.00,0.00,13.29,7.65,11.76,8.00,0.00,11.76,10.81,8.59,15.06,7.65,0.00,0.00,0.00,
9.39,25.35,0.00,8.43,0.00,7.70,15.41,0.00,0.00,15.41,8.83,10.17,17.66,30.03,21.03,19.53,23.28,0.00,10.83,21.91,
0.00,0.00,0.00,4.10,0.00,8.10,0.00,4.55,5.27,0.00,0.00,0.00,6.18,9.09,0.00,4.73,4.73,0.00,5.27,0.00,
7.33,7.31,0.00,14.06,0.00,0.00,7.06,0.00,0.00,4.93,11.33,9.56,0.00,0.00,7.20,6.36,0.00,0.00,0.00,8.56,
5.54,4.31,12.07,0.00,0.00,0.00,0.00,6.93,0.00,6.62,0.00,0.00,6.36,0.00,0.00,4.08,6.07,0.00,10.36,0.00,
0.00,0.00,0.00,0.00,3.82,0.00,5.42,10.08,0.00,0.00,0.00,6.08,0.00,5.08,8.42,6.08,7.08,5.42,7.08,10.08,
11.46,60.53,28.27,17.42,36.47,33.47,20.19,20.94,0.00,23.49,20.80,9.64,41.40,75.70,30.18,25.06,33.34,44.34,31.37,32.92,
13.86,10.23,16.59,6.57,0.00,0.00,18.23,9.62,0.00,10.59,6.65,6.48,0.00,11.05,15.14,20.05,10.45,0.00,0.00,18.23,
8.00,5.54,0.00,4.92,0.00,0.00,0.00,11.08,0.00,6.15,0.00,0.00,6.92,9.38,4.25,11.08,0.00,0.00,6.15,8.00,
25.90,14.64,19.79,21.79,0.00,0.00,16.17,10.27,28.56,18.51,0.00,12.32,27.29,26.24,8.42,21.08,0.00,24.72,14.54,9.95,
9.47,12.32,9.39,0.00,0.00,6.12,10.21,5.29,0.00,0.00,12.72,15.26,0.00,11.16,8.95,15.26,0.00,0.00,13.68,11.16,
0.00,10.36,6.07,0.00,0.00,0.00,0.00,4.42,6.93,6.15,0.00,0.00,0.00,10.36,8.93,0.00,8.00,0.00,4.77,0.00,
10.21,15.26,0.00,8.63,0.00,6.06,0.00,5.88,0.00,0.00,4.12,0.00,0.00,4.59,11.17,17.05,0.00,0.00,0.00,8.72,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,2.67,0.00,4.55,4.73,0.00,0.00,5.27,4.73,7.45,5.30,0.00,0.00,0.00,
0.00,0.00,8.86,11.14,5.37,20.05,8.48,12.95,10.29,18.23,8.76,0.00,0.00,0.00,0.00,10.05,10.23,0.00,9.24,16.59,
10.38,17.19,14.46,10.59,0.00,0.00,0.00,9.52,0.00,0.00,10.54,16.04,0.00,19.46,13.48,26.04,20.89,13.89,0.00,13.46,
19.22,8.59,0.00,0.00,7.33,12.04,0.00,11.21,12.71,17.04,15.71,0.00,14.54,11.04,0.00,5.05,14.52,0.00,16.09,0.00,
7.08,5.54,0.00,0.00,0.00,0.00,0.00,6.92,0.00,0.00,5.42,0.00,0.00,8.00,5.75,3.58,0.00,0.00,6.15,0.00,
8.42,8.42,7.08,0.00,0.00,0.00,0.00,5.27,0.00,0.00,5.08,0.00,6.08,6.08,7.08,0.00,5.42,0.00,5.08,10.08,
10.28,8.06,9.39,0.00,6.94,9.06,0.00,10.47,0.00,0.00,0.00,12.72,0.00,8.59,0.00,0.00,7.88,8.28,5.53,11.39,
19.05,9.90,7.75,0.00,0.00,0.00,0.00,6.61,0.00,0.00,10.25,9.62,7.65,15.62,6.25,0.00,12.95,0.00,8.53,11.90,
4.10,5.27,4.55,6.18,0.00,0.00,0.00,6.18,0.00,0.00,0.00,0.00,0.00,4.73,0.00,6.50,0.00,4.50,0.00,0.00,
7.53,0.00,11.76,0.00,0.00,0.00,0.00,3.64,0.00,8.59,3.85,5.56,0.00,13.29,0.00,10.47,10.47,0.00,0.00,0.00,
17.60,14.18,13.02,26.14,0.00,22.32,9.03,24.83,0.00,41.02,8.18,19.17,21.67,35.58,0.00,25.98,0.00,0.00,32.42,13.41,
37.49,25.21,26.04,13.76,20.40,18.44,16.31,31.24,65.34,17.32,14.98,17.39,48.77,17.83,16.30,14.42,25.85,27.15,35.74,25.96,
13.07,8.67,0.00,0.00,0.00,9.87,2.58,0.00,0.00,10.36,0.00,4.07,0.00,0.00,0.00,11.33,5.50,0.00,0.00,6.53,
18.17,29.32,11.85,16.60,0.00,23.24,17.38,17.96,0.00,13.93,9.02,18.46,23.10,24.27,44.10,16.24,23.10,0.00,23.52,10.13,
6.67,0.00,4.91,11.33,0.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,13.07,0.00,7.07,3.85,0.00,0.00,0.00,11.33,
0.00,11.33,7.07,7.79,0.00,0.00,0.00,2.36,0.00,0.00,13.07,0.00,6.67,7.73,9.87,0.00,11.33,7.07,0.00,0.00,
12.91,13.03,24.24,24.24,10.28,29.15,13.29,10.59,21.58,11.41,6.70,8.32,0.00,31.03,0.00,16.70,0.00,25.76,15.58,15.58,
14.17,26.17,24.43,0.00,9.59,22.83,9.45,7.96,14.90,22.83,8.15,16.83,28.03,17.93,21.72,16.83,0.00,0.00,10.89,10.00,
0.00,12.35,21.48,12.59,0.00,13.19,8.73,7.76,0.00,17.58,8.35,9.76,0.00,14.58,12.40,25.04,16.15,15.19,12.59,17.26,
7.31,0.00,0.00,9.56,0.00,0.00,0.00,10.36,0.00,4.67,11.33,6.67,0.00,10.81,0.00,7.81,0.00,0.00,0.00,3.21,
0.00,9.28,18.14,17.69,0.00,12.51,16.29,27.14,28.69,12.91,10.03,19.31,0.00,19.31,20.46,9.59,0.00,0.00,10.00,16.03,
11.35,6.45,0.00,30.15,10.36,0.00,16.73,7.70,16.06,0.00,10.91,19.32,0.00,16.15,15.47,24.78,0.00,23.79,0.00,12.09,
7.14,13.54,6.50,19.22,0.00,0.00,16.09,12.70,0.00,0.00,9.13,12.04,0.00,0.00,11.04,12.23,0.00,0.00,7.39,9.83,
0.00,6.11,8.95,9.05,0.00,0.00,14.65,9.25,0.00,11.05,6.42,13.25,0.00,9.47,9.25,14.28,0.00,16.25,16.25,11.05,
0.00,0.00,14.65,14.19,5.50,6.65,12.95,19.05,0.00,8.55,8.65,0.00,0.00,0.00,0.00,7.45,10.38,0.00,9.45,15.62,
7.45,6.18,4.55,7.45,0.00,0.00,5.27,0.00,0.00,0.00,5.27,0.00,0.00,0.00,5.56,0.00,4.73,0.00,4.73,0.00,
9.31,10.30,11.38,0.00,9.50,22.32,15.10,9.03,0.00,16.13,11.63,10.50,27.16,29.03,21.17,14.03,25.42,0.00,11.77,10.43,
6.15,0.00,0.00,2.70,0.00,0.00,6.92,0.00,0.00,0.00,6.07,0.00,8.93,7.79,8.93,0.00,0.00,0.00,0.00,6.07,
9.89,15.15,11.79,0.00,18.50,18.57,16.57,7.55,0.00,0.00,16.03,13.64,0.00,21.03,15.32,30.15,26.17,23.43,0.00,0.00,
0.00,0.00,7.50,6.67,0.00,0.00,0.00,10.36,7.73,11.33,5.50,0.00,7.07,13.07,6.53,4.79,0.00,0.00,0.00,7.07,
13.19,9.68,0.00,0.00,0.00,10.81,8.42,16.35,14.37,0.00,7.28,6.17,0.00,19.93,8.24,9.88,0.00,0.00,0.00,0.00,
5.27,9.09,0.00,4.73,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,9.09,0.00,0.00,5.27,
13.52,14.35,0.00,17.58,0.00,11.60,9.92,9.54,15.27,0.00,9.54,0.00,0.00,18.96,22.19,13.58,7.86,0.00,16.35,11.60,
5.54,5.42,0.00,0.00,0.00,11.08,0.00,0.00,8.00,4.92,11.08,5.69,0.00,0.00,6.92,5.75,0.00,0.00,8.00,0.00,
5.54,9.38,0.00,0.00,0.00,8.00,0.00,6.92,0.00,0.00,3.42,0.00,0.00,11.08,6.92,5.42,3.75,0.00,0.00,0.00,
0.00,0.00,9.65,0.00,5.50,6.65,8.45,19.05,0.00,8.55,8.65,0.00,0.00,0.00,0.00,7.45,14.19,0.00,9.45,15.62,
11.03,28.16,0.00,11.81,0.00,0.00,19.16,11.43,15.76,17.70,6.37,0.00,0.00,0.00,13.29,4.96,31.03,24.24,0.00,0.00,
9.87,10.36,9.87,6.07,0.00,7.07,0.00,0.00,13.07,0.00,8.67,0.00,0.00,3.85,7.07,0.00,11.33,0.00,0.00,6.67,
18.86,25.36,17.57,18.38,9.27,0.00,9.94,19.64,0.00,20.97,21.19,13.69,19.46,0.00,16.26,8.32,21.89,0.00,24.05,28.11,
6.50,4.55,0.00,0.00,0.00,0.00,5.27,7.45,4.73,0.00,9.09,0.00,0.00,4.10,7.45,5.27,0.00,0.00,0.00,0.00,
24.12,8.38,15.03,25.27,0.00,13.03,18.12,0.00,0.00,28.12,5.49,14.03,13.66,32.00,25.02,8.22,0.00,0.00,0.00,22.63,
4.55,9.09,0.00,0.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,0.00,7.45,4.50,7.45,4.44,0.00,0.00,0.00,0.00,
14.06,7.31,6.27,8.56,0.00,7.06,0.00,7.06,0.00,0.00,4.40,0.00,7.31,0.00,9.73,0.00,0.00,0.00,8.56,10.36,
16.00,10.59,0.00,13.25,0.00,9.54,11.41,24.18,0.00,0.00,15.18,15.24,0.00,11.78,14.62,10.46,13.79,0.00,16.15,13.19,
38.49,15.75,20.66,30.42,7.11,36.59,39.44,8.53,26.04,0.00,48.91,31.86,27.22,73.06,30.48,34.37,15.97,26.59,38.96,24.61,
35.57,27.86,33.83,14.93,44.04,35.18,25.21,17.39,28.79,10.92,11.40,12.08,57.57,40.88,25.15,47.59,16.29,38.25,34.73,24.59,
13.03,21.03,0.00,20.14,11.03,0.00,17.03,7.16,15.37,0.00,10.12,32.14,0.00,23.43,28.69,14.97,15.70,0.00,14.46,12.97,
12.50,22.19,0.00,5.14,0.00,0.00,7.38,13.12,14.35,0.00,9.88,0.00,0.00,17.58,14.96,15.12,0.00,0.00,10.16,9.68,
0.00,10.74,0.00,13.79,9.18,14.11,27.03,9.33,16.00,0.00,9.11,15.24,0.00,19.10,23.45,7.93,13.59,0.00,10.22,8.44,
0.00,0.00,0.00,2.89,0.00,0.00,0.00,0.00,0.00,7.45,3.50,0.00,0.00,9.09,5.27,2.90,0.00,0.00,0.00,4.73,
16.75,15.82,42.90,21.16,34.23,15.70,10.79,15.67,33.49,23.77,10.76,17.11,0.00,23.93,25.88,16.83,24.95,63.19,59.59,32.78,
4.55,0.00,0.00,0.00,0.00,5.30,0.00,5.27,6.18,0.00,0.00,0.00,9.09,7.45,6.18,0.00,0.00,4.73,0.00,3.30,
62.57,10.02,21.81,34.61,13.16,25.61,18.12,56.01,50.50,0.00,23.14,0.00,42.17,16.69,21.59,26.58,28.99,0.00,31.52,12.29,
20.50,15.27,0.00,15.44,0.00,0.00,14.00,8.62,13.58,24.04,6.96,12.80,0.00,0.00,8.12,13.68,12.50,0.00,11.60,16.35,
0.00,15.26,0.00,0.00,0.00,11.16,10.21,4.47,0.00,8.63,17.05,0.00,9.47,11.16,13.68,6.12,14.06,10.21,0.00,0.00,
24.52,12.63,37.12,46.28,49.55,21.38,20.96,21.10,28.85,22.76,15.81,15.46,0.00,22.44,17.16,17.53,18.79,47.36,43.36,65.34,
9.82,6.59,0.00,0.00,0.00,0.00,0.00,8.96,14.00,0.00,13.11,24.43,16.03,0.00,13.17,12.97,14.83,27.03,12.25,12.21,
0.00,0.00,5.08,6.08,0.00,0.00,0.00,6.18,0.00,6.08,8.42,5.08,10.08,5.42,5.10,0.00,0.00,0.00,0.00,0.00,
7.12,20.32,0.00,17.02,0.00,11.02,23.75,39.48,29.80,30.03,40.75,0.00,0.00,31.11,22.91,30.69,0.00,30.33,39.49,59.02,
