,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,y
peptide_pm_327,-0.18895,1.10315,0.04221,-0.64811,-0.11078,0.85116,-0.31118,-0.52241,-0.32148,1.39288,-1.10916,-0.5271,-0.66495,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,2.41108,-0.58647,-0.72645,-0.50514,0.45804,1
peptide_pm_328,2.15018,-0.68562,0.04221,-0.64811,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_329,0.23635,0.29007,1.38773,0.39998,-0.68621,1.87851,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,1.35273,-0.00221,-0.42706,-0.72594,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.03813,1
peptide_pm_330,0.29264,-0.68562,1.31467,-0.64811,-0.48312,-0.76325,-0.31118,0.66578,-0.32148,-0.51381,1.44112,0.68926,1.90806,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_331,-1.35851,-0.68562,-1.09631,-0.64811,-1.37673,-0.76325,9.1606,4.86408,-0.32148,-0.51381,-1.10916,3.60852,3.22315,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_332,0.98062,1.10315,2.31925,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,2.50373,-0.5271,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_333,-0.23573,-0.68562,1.08965,-0.64811,-0.76907,0.01167,-0.31118,1.09353,-0.32148,-0.51381,-0.53109,0.30003,-0.66495,-0.42706,3.77401,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,1.23985,-0.72645,-0.50514,-0.10957,1
peptide_pm_334,-0.77373,-0.68562,-1.09631,-0.64811,-0.11078,-0.76325,2.64875,4.52742,-0.32148,1.39288,-1.10916,2.91925,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_335,0.47211,0.24765,0.09171,-0.64811,-0.71623,0.07905,1.23313,-0.52241,-0.32148,1.47577,0.1475,-0.5271,-0.03102,1.12194,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.62883,0.40609,0.33481,-0.50514,0.5055,1
peptide_pm_336,-0.77373,-0.68562,0.04221,-0.64811,-1.37673,-0.76325,-0.31118,1.16086,-0.32148,1.39288,-1.10916,1.19608,1.76511,-0.42706,3.02402,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,1.31594,-0.72645,-0.50514,-0.63352,1
peptide_pm_337,0.20091,0.50689,0.04221,0.63289,-0.11078,-0.76325,-0.31118,0.59977,-0.32148,-0.51381,0.09514,-0.5271,-0.25994,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,1.19423,1.18445,-0.58647,-0.04842,-0.50514,-0.63352,1
peptide_pm_338,0.39584,1.4609,0.26991,-0.64811,-1.37673,1.17404,-0.31118,0.48755,-0.32148,0.6302,-0.38658,1.54071,0.06407,-0.42706,0.39905,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,0.55498,-0.72645,-0.50514,-0.63352,1
peptide_pm_339,-0.02187,0.33653,1.50602,-0.64811,-0.65333,1.08179,-0.31118,0.43946,-0.32148,-0.51381,0.95535,0.45757,0.02935,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_340,0.47211,0.24765,-1.09631,-0.64811,1.26526,0.92135,-0.31118,-0.52241,-0.32148,0.48098,0.1475,-0.5271,-0.03102,-0.42706,0.25231,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.62883,0.40609,2.45734,-0.50514,-0.63352,1
peptide_pm_341,-0.02187,0.33653,0.85544,-0.64811,-0.65333,-0.76325,1.38021,1.40133,-0.32148,-0.51381,1.64352,-0.5271,0.72366,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_342,0.89708,0.08099,1.34337,-0.64811,-0.83418,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,0.95535,-0.5271,-0.66495,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.30829,-0.58647,0.1453,-0.50514,-0.16571,1
peptide_pm_343,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_344,-0.85727,-0.68562,-1.09631,0.17539,1.33603,-0.76325,-0.31118,-0.52241,-0.32148,1.12049,-1.10916,-0.5271,-0.14422,-0.42706,0.07762,-0.628,-0.30483,-0.41086,-0.27412,0.58614,1.35968,1.04417,0.1453,-0.50514,2.64116,1
peptide_pm_345,0.04497,-0.68562,-0.54982,1.19653,0.44624,0.01167,-0.31118,-0.52241,-0.32148,0.4014,-1.10916,1.12715,-0.08174,-0.42706,-0.72594,1.15775,-0.30483,-0.41086,-0.27412,0.71749,-0.09125,-0.58647,1.22627,0.60319,-0.10957,1
peptide_pm_346,-0.18895,1.10315,2.31925,-0.64811,-1.37673,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,2.50373,-0.5271,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_347,-0.02187,0.33653,0.85544,-0.64811,-0.65333,-0.76325,1.38021,1.40133,-0.32148,-0.51381,1.64352,-0.5271,0.72366,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_348,-0.37934,0.31276,0.81005,-0.11188,-0.67015,-0.31271,-0.31118,-0.52241,0.86554,0.01829,-0.10091,-0.5271,-0.32587,0.40148,0.84381,-0.10888,0.63491,0.4771,-0.27412,0.20432,0.44277,-0.58647,-0.72645,0.13924,0.88958,1
peptide_pm_349,0.39584,-0.68562,3.45777,-0.64811,-1.37673,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,1.29944,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_350,-0.18895,-0.68562,0.04221,-0.64811,-0.11078,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,1.30764,-0.50514,-0.63352,1
peptide_pm_351,-1.09861,0.10939,0.42171,-0.64811,-0.25144,1.3893,2.31987,0.97383,-0.32148,-0.51381,-0.03867,1.00461,2.03512,0.89246,-0.72594,-0.628,1.1918,-0.41086,-0.27412,-0.50842,-0.72364,0.25905,-0.72645,-0.50514,-0.63352,1
peptide_pm_352,0.39584,-0.08937,0.42171,-0.00761,0.31121,-0.76325,-0.31118,0.03868,-0.32148,-0.51381,0.09514,-0.5271,-0.25994,-0.42706,1.14904,-0.628,-0.30483,-0.41086,-0.27412,0.34291,1.18445,-0.58647,-0.04842,-0.50514,-0.26967,1
peptide_pm_353,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_354,-0.98918,-0.68562,1.06088,-0.64811,-0.57718,1.27601,-0.31118,0.54071,-0.32148,-0.51381,-0.34855,2.73786,0.86983,-0.42706,1.64245,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.4941,0.61505,0.55824,-0.50514,-0.63352,1
peptide_pm_355,0.04497,-0.68562,3.00236,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,0.336,1.54071,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_356,1.76033,0.10939,0.42171,-0.64811,0.31121,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,0.49657,-0.5271,-0.12494,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.3667,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_357,0.10344,0.20876,0.61147,-0.64811,-0.11078,0.85116,1.16879,0.31922,-0.32148,-0.51381,1.29944,0.33449,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.36474,0.2906,-0.50514,-0.63352,1
peptide_pm_358,1.79931,-0.68562,-0.4132,0.50479,0.90199,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.336,-0.5271,0.06407,-0.42706,-0.72594,-0.628,-0.30483,1.49827,-0.27412,-0.50842,0.20315,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_359,-0.81871,-0.68562,-0.04537,-0.64811,0.96042,-0.76325,-0.31118,-0.52241,-0.32148,3.00622,-1.10916,1.06352,1.57818,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,1.1696,1.15117,-0.50514,-0.63352,1
peptide_pm_360,1.44844,-0.68562,-0.4132,0.50479,-1.37673,-0.76325,-0.31118,0.48755,2.23061,-0.51381,0.336,-0.5271,0.06407,-0.42706,0.39905,0.4881,-0.30483,-0.41086,-0.27412,1.02397,-1.26881,1.69643,-0.72645,-0.50514,-0.63352,1
peptide_pm_361,-0.12015,0.57704,0.91284,0.03006,-0.48312,0.94613,-0.31118,0.07168,-0.32148,-0.51381,-0.25906,0.68926,0.19272,-0.42706,1.25933,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,-0.58647,-0.00854,-0.50514,-0.63352,1
peptide_pm_362,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,0.93546,0.90082,-0.50514,-0.63352,1
peptide_pm_363,0.55532,-0.29535,0.64252,-0.22888,0.00431,-0.41101,-0.31118,-0.52241,-0.32148,-0.51381,0.99289,-0.5271,-0.39985,0.22071,-0.31685,0.18371,-0.30483,-0.41086,0.25936,0.04881,-0.73355,-0.58647,0.60495,-0.00135,0.31911,1
peptide_pm_364,-0.77373,-0.68562,-1.09631,-0.64811,1.15518,0.85116,-0.31118,2.84414,-0.32148,1.39288,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,5.12077,-0.72645,-0.50514,-0.63352,1
peptide_pm_365,1.91627,-0.68562,0.72532,-0.64811,-0.36397,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,0.23972,1
peptide_pm_366,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_367,1.76033,-0.68562,2.69876,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,2.90517,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_368,-1.35851,1.4609,0.26991,-0.64811,-1.37673,1.17404,3.24074,3.51745,-0.32148,-0.51381,0.336,3.60852,0.79309,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_369,-0.63258,0.05456,-1.09631,0.14699,1.24249,-0.09521,-0.31118,0.17411,-0.32148,-0.51381,-0.61083,-0.5271,-0.66495,-0.42706,0.82577,-0.628,-0.30483,-0.41086,-0.27412,0.5484,1.26905,0.20074,0.95693,-0.50514,1.62488,1
peptide_pm_370,1.08232,0.24765,-0.5023,-0.64811,0.60476,0.07905,-0.31118,-0.52241,-0.32148,0.48098,0.1475,-0.5271,-0.03102,-0.42706,0.25231,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.01115,-0.58647,1.39608,-0.50514,-0.63352,1
peptide_pm_371,-1.35851,0.50689,-1.09631,-0.64811,-0.53276,0.31303,-0.31118,6.2107,-0.32148,0.75731,-1.10916,6.36559,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.45106,0.68181,-0.72645,-0.50514,-0.63352,1
peptide_pm_372,-1.35851,2.38084,-0.12044,-0.64811,-1.37673,-0.76325,-0.31118,3.80602,-0.32148,1.12049,1.98761,-0.5271,2.45941,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.04417,-0.72645,-0.50514,-0.63352,1
peptide_pm_373,-0.91993,0.65595,0.61147,-0.64811,-0.42727,0.44756,-0.31118,2.0025,-0.32148,-0.51381,1.60051,2.05766,1.1576,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.84034,-0.72645,-0.50514,-0.63352,1
peptide_pm_374,1.91627,0.02989,0.72532,0.12049,-1.37673,-0.76325,-0.31118,0.1509,-0.32148,-0.51381,1.29944,-0.5271,-0.17894,-0.42706,0.02405,-0.628,-0.30483,-0.41086,-0.27412,0.51317,-0.77816,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_375,0.98062,1.10315,0.04221,-0.64811,-0.11078,0.85116,1.16879,0.31922,-0.32148,-0.51381,0.69729,-0.5271,-0.05743,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.6555,0.36474,-0.72645,-0.50514,-0.63352,1
peptide_pm_376,-0.96866,0.50689,0.42171,-0.64811,-1.37673,1.3893,3.6354,2.84414,-0.32148,-0.51381,-0.30629,4.06803,0.95509,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_377,1.31478,-0.68562,-0.44573,-0.64811,1.51688,0.15927,-0.31118,-0.52241,-0.32148,-0.51381,-0.42099,-0.5271,-0.66495,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.83398,-0.58647,0.43589,-0.50514,-0.00977,1
peptide_pm_378,-1.35851,2.89192,-1.09631,0.63289,-1.37673,-0.76325,-0.31118,2.84414,-0.32148,2.02844,2.1023,-0.5271,0.95509,-0.42706,-0.72594,-0.628,-0.30483,1.71039,-0.27412,-0.50842,-1.26881,0.68181,0.62961,-0.50514,-0.63352,1
peptide_pm_379,1.76033,0.10939,0.42171,-0.64811,-0.25144,-0.76325,-0.31118,-0.52241,1.56896,-0.51381,0.49657,-0.5271,-0.12494,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.62668,0.3667,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_380,0.47211,0.24765,-0.5023,-0.64811,1.26526,0.07905,-0.31118,-0.52241,-0.32148,0.48098,0.1475,-0.5271,-0.03102,-0.42706,0.25231,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.65113,-0.58647,1.39608,-0.50514,-0.63352,1
peptide_pm_381,-0.65677,0.02989,-1.09631,0.12049,1.66156,-0.11748,-0.31118,0.1509,-0.32148,-0.51381,-0.62744,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,0.51317,1.6751,0.17449,0.90082,-0.50514,1.11297,1
peptide_pm_382,1.44844,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,0.30707,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,1.11297,1
peptide_pm_383,0.14521,0.84761,-0.12044,-0.64811,1.87858,-0.76325,-0.31118,0.9204,-0.32148,-0.51381,0.95535,-0.5271,0.3765,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.83398,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_384,-0.89069,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,0.81772,0.85144,1.2791,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,2.45739,0.90082,-0.50514,-0.63352,1
peptide_pm_385,-1.35851,5.4473,-0.12044,-0.64811,-1.37673,0.62053,-0.31118,3.80602,-0.32148,-0.51381,1.98761,0.94991,0.3765,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_386,0.10344,0.20876,0.61147,-0.64811,-0.11078,0.85116,1.16879,0.31922,-0.32148,-0.51381,1.29944,0.33449,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.36474,0.2906,-0.50514,-0.63352,1
peptide_pm_387,-0.02187,0.33653,0.85544,-0.64811,-0.65333,-0.76325,1.38021,1.40133,-0.32148,-0.51381,1.64352,-0.5271,0.72366,-0.42706,0.34548,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_388,0.83442,0.65595,1.46536,0.79302,-0.42727,0.44756,-0.31118,-0.52241,-0.32148,-0.51381,0.69729,-0.5271,-0.66495,-0.42706,-0.72594,0.76712,-0.30483,-0.41086,-0.27412,-0.50842,-0.34884,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_389,0.59076,0.50689,1.18073,-0.64811,0.31121,0.31303,-0.31118,-0.52241,-0.32148,-0.51381,2.1023,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.45106,-0.58647,0.62961,-0.50514,-0.63352,1
peptide_pm_390,-0.18895,-0.68562,0.04221,-0.64811,-0.11078,2.46557,2.64875,-0.52241,-0.32148,1.39288,0.09514,1.19608,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,1.31594,1.30764,-0.50514,-0.63352,1
peptide_pm_391,0.39584,3.33911,-1.09631,-0.64811,-1.37673,2.86917,-0.31118,-0.52241,-0.32148,-0.51381,-0.20593,-0.5271,3.89141,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_392,0.14521,-0.68562,0.85544,-0.64811,0.25092,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.43923,-0.5271,0.3765,-0.42706,1.68475,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.83398,-0.58647,1.01705,-0.50514,-0.16571,1
peptide_pm_393,0.10344,0.20876,0.61147,-0.64811,-0.11078,0.85116,1.16879,0.31922,-0.32148,-0.51381,1.29944,0.33449,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,0.36474,0.2906,-0.50514,-0.63352,1
peptide_pm_394,0.98062,0.74539,-0.1855,-0.64811,0.6488,0.52828,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,-0.58647,0.90082,-0.50514,0.23972,1
peptide_pm_395,1.76033,0.10939,0.42171,-0.64811,-0.25144,-0.76325,-0.31118,0.22571,-0.32148,-0.51381,0.49657,-0.5271,-0.12494,-0.42706,0.10738,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.3667,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_396,-0.77373,-0.68562,0.04221,-0.64811,-0.11078,-0.76325,2.64875,1.16086,-0.32148,3.29956,-1.10916,1.19608,0.55008,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_397,0.98062,0.74539,1.63614,-0.64811,-1.37673,-0.76325,-0.31118,0.82421,-0.32148,-0.51381,0.81772,-0.5271,0.30707,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.28751,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_398,2.85192,-0.68562,-0.1855,-0.64811,0.6488,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_399,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_400,-1.35851,-0.68562,-0.4132,-0.64811,1.66156,0.2054,-0.31118,1.49752,-0.32148,-0.51381,1.78116,-0.5271,0.06407,1.35429,-0.72594,-0.628,1.71561,-0.41086,-0.27412,-0.50842,-1.26881,0.55498,2.93491,-0.50514,0.02141,1
peptide_pm_401,1.99763,-0.68562,0.68572,-0.64811,-0.05574,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.77583,-0.5271,-0.03102,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.65113,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_402,-1.35851,-0.68562,1.18073,-0.64811,-1.37673,0.85116,5.60868,-0.52241,-0.32148,3.29956,-1.10916,1.19608,1.76511,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.21836,-0.72645,-0.50514,-0.63352,1
peptide_pm_403,-0.94572,0.57704,-0.29265,-0.64811,0.4105,1.51592,-0.31118,0.66578,2.68098,-0.51381,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,1.99811,4.44916,-0.41086,-0.27412,-0.50842,-1.26881,0.75641,-0.72645,2.75467,-0.63352,1
peptide_pm_404,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_405,0.59076,-0.68562,-0.3373,0.63289,1.15518,-0.76325,-0.31118,0.59977,-0.32148,-0.51381,-0.30629,-0.5271,-0.66495,-0.42706,0.52405,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,0.68181,-0.72645,-0.50514,-0.63352,1
peptide_pm_406,1.5654,-0.68562,0.04221,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_407,-0.48134,-0.68562,4.02703,-0.64811,-1.37673,4.07997,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,4.64242,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_408,0.14521,-0.68562,1.83131,-0.64811,-0.29163,-0.76325,-0.31118,0.9204,-0.32148,-0.51381,0.95535,-0.5271,0.3765,-0.42706,0.88118,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.21741,1.04417,-0.72645,-0.50514,-0.63352,1
peptide_pm_409,-1.35851,0.57704,-1.09631,-0.64811,-0.48312,-0.76325,-0.31118,3.04218,-0.32148,2.17798,0.59103,0.68926,1.05039,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,3.44217,0.70938,-0.50514,-0.63352,1
peptide_pm_410,1.96552,-0.68562,-0.37725,-0.64811,1.02192,0.25638,-0.31118,-0.52241,-0.32148,-0.51381,-0.34855,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.28062,0.61505,-0.72645,-0.50514,0.05588,1
peptide_pm_411,-0.12015,-0.68562,2.11833,-0.64811,-1.37673,0.37634,-0.31118,-0.52241,-0.32148,-0.51381,1.44112,0.68926,1.90806,-0.42706,0.59757,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_412,0.04497,1.4609,0.26991,-0.64811,-1.37673,-0.76325,-0.31118,1.49752,-0.32148,-0.51381,3.22631,-0.5271,2.25112,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,1
peptide_pm_413,-1.35851,0.38764,2.31925,-0.64811,-1.37673,2.14269,-0.31118,-0.52241,-0.32148,-0.51381,0.336,1.54071,1.5221,-0.42706,1.52403,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,0.55498,-0.72645,-0.50514,-0.63352,1
peptide_pm_414,0.80069,0.13996,0.4801,-0.64811,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,-0.51381,1.11416,-0.5271,-0.66495,-0.42706,0.13943,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.70267,-0.58647,1.15117,-0.50514,0.37407,1
peptide_pm_415,-0.42286,0.02989,-1.09631,0.12049,1.15518,-0.11748,-0.31118,0.1509,-0.32148,-0.51381,-0.62744,-0.5271,-0.66495,-0.42706,0.77404,-0.628,-0.30483,-0.41086,-0.27412,0.51317,1.18445,0.17449,0.90082,-0.50514,1.5496,1
