,Z5__1,Z5__2,Z5__3,Z5__4,Z5__5,Z5__6,Z5__7,Z5__8,Z5__9,Z5__10,Z5__11,Z5__12,Z5__13,Z5__14,Z5__15,Z5__16,Z5__17,Z5__18,Z5__19,Z5__20,Z5__21,Z5__22,Z5__23,Z5__24,Z5__25,Z5__26,Z5__27,Z5__28,Z5__29,Z5__30,Z5__31,Z5__32,Z5__33,Z5__34,Z5__35,Z5__36,Z5__37,Z5__38,Z5__39,Z5__40,Z5__41,Z5__42,Z5__43,Z5__44,Z5__45,Z5__46,Z5__47,Z5__48,Z5__49,Z5__50,Z5__51,Z5__52,Z5__53,Z5__54,Z5__55,Z5__56,Z5__57,Z5__58,Z5__59,Z5__60,Z5__61,Z5__62,Z5__63,Z5__64,Z5__65,Z5__66,Z5__67,Z5__68,Z5__69,Z5__70,Z5__71,Z5__72,Z5__73,Z5__74,Z5__75,y
peptide_pm_230,-0.41929,0.00942,-0.8163,-0.23458,0.13006,-0.35689,-1.43014,-0.11933,0.13016,0.3861,0.27273,0.22934,-0.0574,-0.60037,-0.11963,0.17748,-0.67774,0.66015,0.83945,-0.33357,-0.28795,0.16398,-0.31063,-0.70175,0.34009,0.58429,0.82147,0.04977,-0.49949,0.36305,-0.16746,0.30134,-0.27192,0.31012,0.05996,-0.12588,0.69377,-0.58479,-0.00246,0.22707,1.01243,-0.22152,0.98426,-0.50643,0.1257,-0.05599,-1.26986,0.57403,-0.66666,0.37406,0.1389,0.31881,0.37785,0.77425,-0.50933,-0.61104,0.89451,0.21141,0.17196,0.0123,-0.32265,0.05795,-0.23916,-0.15565,-0.40646,0.40101,0.13991,0.18336,0.06621,0.97922,-0.21329,-0.30656,-0.68586,-0.03281,-0.35796,1
peptide_pm_231,0.4965,-0.9183,-0.25351,1.35211,-0.45899,-0.24246,-0.33865,-0.52423,0.28065,0.61551,-1.15756,-0.10008,1.68224,0.23173,0.1081,1.02856,-1.13864,-1.11289,0.5955,-0.28734,0.16275,-1.03572,-0.10275,0.07035,-1.50796,-1.12261,-0.48919,-0.76099,-0.36387,0.08744,0.0772,-1.89502,0.32264,-0.72564,-0.60898,0.6163,-0.1943,-0.28226,-0.07276,0.9195,-0.6357,0.23645,1.05188,0.65823,1.29892,0.37215,-0.46012,0.83701,0.30873,0.91136,-0.64571,-1.37543,-0.22296,-2.25869,0.13254,-0.20755,0.23336,-0.96835,-0.95781,0.38865,0.50544,0.41228,-0.32287,1.0537,1.50419,0.42625,0.46899,1.89377,1.05654,0.88847,-0.39778,-0.14284,-0.49457,0.86966,-0.80367,1
peptide_pm_232,1.05847,-0.44542,-1.45398,1.29489,0.47499,1.28738,-1.09489,-0.6279,1.79946,-0.43581,0.39164,0.34275,0.55487,1.69608,0.31434,0.96494,-0.19898,-0.10845,0.73919,-0.09569,0.69703,-0.61866,-1.81292,-0.14337,-0.00862,-1.38506,-1.25736,-0.71417,0.18079,-0.50552,1.01688,-0.40086,-1.18992,1.27408,0.22516,-0.76132,-0.33291,0.2788,-0.66403,-0.39825,0.57638,-0.14737,-0.52522,0.52644,0.40991,0.18541,1.04627,0.55227,1.01785,0.0895,-0.30815,-0.42519,0.57158,0.36887,1.29965,-0.03214,-1.12832,-1.39093,-0.98613,-0.81669,-1.04141,0.28952,0.19137,-0.45086,-0.84687,0.12199,-0.23802,-0.11834,0.37698,0.2494,-0.80064,0.57615,0.00208,0.42339,0.78072,1
peptide_pm_233,-0.85234,1.24697,0.61969,0.21807,-0.58918,-1.10561,1.12582,1.44167,-0.21469,0.10841,-1.30903,-1.33474,-2.06871,-1.88169,-1.26693,0.33074,1.10467,0.72668,-0.34183,-0.51924,0.86931,-0.6709,-1.10882,0.51487,0.08237,-0.3159,-1.25418,-1.39618,2.1857,-1.03845,-0.56232,-1.13759,-1.35973,-0.93537,-0.86148,-0.03542,-0.51607,-0.69923,0.85095,-0.69927,-2.06653,1.27036,1.73191,-2.19864,1.27446,-0.21243,2.1846,1.80443,1.1381,0.6382,-0.78345,-1.27096,-1.07083,-0.45707,-0.92694,0.01865,0.11194,-0.28923,-0.89342,-0.27307,-0.66854,0.50673,0.24655,0.58232,-0.40121,0.01244,1.60232,1.75512,-0.32864,2.02544,0.03999,-0.46497,-0.85412,2.80512,-0.27596,1
peptide_pm_234,-0.07377,-0.63401,-0.10473,-0.34185,-0.43785,-2.439,0.26156,-0.57266,-0.20993,1.13672,-2.55484,0.49011,1.08586,0.11435,-0.99331,0.01868,-0.08485,-0.97919,-0.10302,0.6801,2.13636,-0.64548,0.19043,-0.27141,-1.10883,-0.52034,0.13861,0.02056,-0.01464,-1.41963,-0.34527,-0.08226,-0.49626,-1.4357,-0.64391,0.02913,0.47585,0.60949,0.82309,-0.00247,-1.43497,0.16343,0.42853,0.55557,1.91729,0.04013,-0.64584,-1.21808,0.23459,0.77254,-1.19312,-0.93352,0.43774,-1.15163,-1.75793,-0.18457,1.40869,0.08785,0.3424,0.80142,-0.59316,0.93219,0.45364,1.33553,0.88545,0.30629,-0.33275,0.95343,0.40283,0.98924,-0.49461,-0.26484,-0.35274,-0.50172,-1.74245,1
peptide_pm_235,1.51358,1.1761,0.55108,0.74196,2.0754,0.76112,0.59688,-0.43551,-0.39053,-0.22751,0.96824,2.89341,0.87327,0.27844,1.43047,1.01502,0.25283,-1.33198,-1.23484,-0.22059,-2.0385,-2.27703,1.24948,1.3937,-1.22419,-1.21819,-0.73677,-0.97738,-0.14307,-0.73513,-0.27306,1.19923,-0.15403,-1.0054,0.23414,0.1425,-0.80111,-1.35886,0.00633,-0.62489,0.14856,-0.46544,1.32071,0.93748,0.14479,1.42647,0.18772,0.78129,0.53415,0.12425,0.36023,-0.2545,-1.02217,-0.74936,-1.88756,-2.92671,0.70151,0.30703,0.28916,1.47155,-0.49928,-0.28211,-1.4116,0.02787,-0.37945,-0.89231,-0.69305,1.80002,1.42203,0.07019,1.408,-0.16573,-1.65682,-1.55956,-1.48907,1
peptide_pm_236,-0.77,0.22585,0.61262,0.20251,-0.17937,-1.63553,1.17173,1.20623,0.17346,0.17475,0.30345,0.17841,-0.67747,0.39762,-0.69251,-0.10843,0.3593,0.57407,0.0593,0.05264,-0.32452,0.80263,-0.65961,-0.80967,0.52389,2.2588,2.43772,1.9082,3.10992,2.17761,-0.22105,-0.30026,0.8768,-0.40665,-0.01161,0.14971,0.08512,0.58179,0.89216,0.46562,-0.30105,-0.565,-0.91602,-0.14606,-0.14539,-1.19709,-1.04989,-0.22759,-0.13347,-0.4513,0.61574,0.19106,-0.02514,0.15822,-0.30486,0.40064,1.03218,-0.16245,-0.19334,0.73932,-1.35032,-0.39338,-0.19579,0.29,-0.53924,0.33516,0.28502,0.19175,-0.20961,0.14405,-0.55339,-0.57754,-0.54988,0.10838,-1.56914,1
peptide_pm_237,-0.73005,0.1068,-0.10908,-0.60355,-0.33572,-0.87252,-0.23764,0.44703,-0.69857,-0.56208,-0.53836,0.26604,-0.36562,-0.06965,-0.40065,-0.5672,-0.0163,-0.11575,-0.18901,-0.17041,0.62955,0.43109,-0.4362,0.14047,0.69629,0.59095,-0.43686,0.15563,-0.79529,0.60403,-0.29431,0.34447,0.25639,-0.55334,0.15136,0.35107,-1.08118,-0.01971,-0.85794,0.59998,-0.3464,-0.29584,0.17254,0.03577,0.46585,-0.30183,-0.28293,-0.27517,-0.14736,-0.32761,0.17989,0.0702,0.45115,0.33188,0.25823,0.0906,0.20908,0.30694,-0.26183,0.15713,0.27837,-0.53168,-0.21164,-0.15013,-0.04881,-0.23176,-0.49389,-0.01809,-0.06262,0.17937,-0.08819,-0.20085,-0.60201,8e-05,0.28923,1
peptide_pm_238,0.41675,0.9169,-0.6343,0.46722,1.35944,-0.27744,-0.09486,0.90658,1.26883,1.15219,0.60252,0.3273,-0.36435,1.26968,0.70339,0.33905,0.07822,0.48241,0.5139,0.64992,-0.71085,-0.57886,-1.51728,-1.26447,-1.34867,-0.70575,0.02685,-0.58315,0.00845,-0.0467,0.95114,-0.35098,-0.42422,-1.0327,0.99257,-0.4098,0.43175,-0.37791,-0.37069,-0.5181,-0.399,-0.62636,-0.40221,-0.91464,-0.1998,-0.60876,-0.21492,-0.20257,-0.53664,-0.48303,1.01736,1.0215,0.07077,0.64811,0.67035,0.53092,0.46811,-0.55164,-0.44717,-0.54754,-1.38079,-0.06516,-0.30986,-0.31991,-0.85152,0.67104,-0.95902,-0.6269,-0.14541,0.05126,-0.20234,0.83041,0.34499,0.45184,-0.35918,1
peptide_pm_239,0.74341,-0.81972,0.0724,1.17517,0.20923,0.29889,0.49471,-0.01293,1.4054,0.32586,-1.36541,0.12634,0.45113,-0.12278,-0.74347,1.43778,-0.11776,-0.51929,0.89428,0.57129,-0.65493,-0.19093,-1.38641,-0.61675,0.76387,-0.46039,0.18058,-0.06245,0.6402,0.14248,-0.61813,-1.17506,-2.24965,-0.24273,-0.22575,0.35248,0.33553,0.37406,0.52987,-0.06462,0.22532,0.01048,-0.14055,0.22865,0.25191,0.80063,0.2248,0.28515,1.19395,1.13526,-1.20308,-1.03859,-1.45449,-0.94544,-1.42448,0.14893,0.26798,-0.53267,-0.07761,-0.40046,-0.30513,0.2282,0.11584,0.9766,0.22113,1.08888,0.12559,-0.03733,0.48481,0.57631,-0.72067,0.25194,0.22382,0.43994,0.70751,1
peptide_pm_240,-0.55064,-0.41103,-0.67306,0.57353,-0.43698,-0.95455,0.02685,1.44063,0.47808,-0.63694,1.16308,-1.45482,-0.92276,0.34081,-0.12272,0.34296,0.49192,0.50019,0.44077,-0.34194,-1.51714,1.09491,-0.25762,-1.24164,0.60578,1.69158,2.68605,2.61361,1.78855,2.16768,-0.53569,0.52733,0.01838,0.87977,1.06816,-0.08061,0.79529,1.33946,0.40519,0.9108,1.31357,-0.4976,-0.24527,-0.62148,-0.73055,-0.03519,-0.33526,-1.17437,0.10272,-0.70195,0.71583,0.35524,-0.11917,0.22998,0.1427,-1.45981,0.50445,1.443,0.4053,0.84609,-1.41604,-0.14876,0.69519,-0.26574,0.06611,0.40405,0.12885,-0.45138,0.61288,-0.15459,0.30474,-0.64254,-0.62616,-1.17506,-0.7363,1
peptide_pm_241,0.08996,-1.32392,-0.45152,2.2183,-0.65442,-0.12846,0.39578,0.08774,0.3876,0.38601,-0.68118,1.00021,0.38949,-0.2286,-0.01487,0.72812,0.03887,-0.30012,1.0554,0.22659,0.44277,-0.42812,-0.62542,0.59474,0.13331,0.21554,1.85002,0.95272,0.70088,-0.4049,0.33644,-0.81213,-0.50193,1.15156,0.54494,0.69872,1.48719,0.78197,0.43925,0.0232,-0.47387,-0.92792,-0.07483,-0.48525,-0.12753,0.31421,1.0836,0.88149,1.09916,0.51398,-0.62391,-0.95892,-0.27506,-0.53086,0.25389,-0.39662,0.73325,-0.21314,-0.68518,-0.73752,-0.27754,1.19192,0.58667,0.69703,0.20538,0.15621,-0.48766,0.35667,0.04971,0.49994,-0.90532,-0.71869,-0.21156,0.30938,-0.32105,1
peptide_pm_242,0.41419,-2.10242,1.08744,-1.92621,-0.08416,-1.23901,-1.02563,0.10226,0.76156,0.23022,-2.33571,1.32858,-1.81899,1.8309,-1.43688,0.56507,-1.47751,0.51905,0.55839,0.90654,1.32355,0.1082,0.75389,-1.02353,0.22596,0.78935,0.48688,-0.70328,-0.61344,-0.2545,-0.88169,-1.6369,-2.59418,-1.17456,-1.18072,1.94737,0.89884,-0.05834,0.16784,1.29982,-1.0875,-0.23881,-0.00128,1.56243,0.30302,0.79919,0.1846,1.81228,-0.64897,0.69731,-1.3633,-0.75378,-2.54696,-1.24506,-2.16146,0.11439,0.24664,-0.33687,0.92319,1.5376,1.18224,0.43016,1.03745,0.39692,1.6461,-0.28406,-0.85396,-0.43494,0.31445,-0.41759,-0.20446,-0.5029,-0.4116,-0.96818,-1.20047,1
peptide_pm_243,-0.07686,-0.37007,-0.201,-0.40699,-0.55134,0.55409,0.76478,1.00695,-0.14941,0.20662,0.81612,-0.17508,-0.20337,1.45175,-0.37296,1.03801,0.53646,-0.05923,-0.5366,0.24158,-0.8576,-0.9993,-0.32739,0.54023,-0.95572,0.03133,-0.17699,0.72811,-0.62826,1.23709,0.19309,0.46897,0.63275,1.46785,0.86883,-0.75783,-0.49955,-0.16375,-0.27748,0.48747,-0.91888,-0.22928,-0.65534,-1.63922,-1.08254,-0.57717,0.28047,0.2138,0.75974,-0.54589,0.23036,0.28698,0.58998,-0.08735,0.1368,-0.05028,-1.11883,-0.99245,-0.59634,-0.85311,-1.51933,-0.2028,-0.67767,-0.53174,0.09361,0.38947,-0.1137,0.32258,-0.0881,-0.26266,-0.04026,1.14844,0.53668,1.78139,1.61362,1
peptide_pm_244,0.13778,0.50638,-1.53488,-0.20353,1.98582,0.34814,-2.00557,-0.09711,1.31302,1.27495,0.01883,1.35265,1.43496,0.57429,0.62363,0.66579,-2.23686,-0.92045,0.67195,1.4488,-0.50522,0.22834,-0.49013,-0.14798,-0.5068,-0.35212,-0.37642,-1.97443,-0.49092,-0.07157,0.50641,0.22973,0.6854,0.38923,0.31945,0.62889,0.02481,-2.60552,-1.37378,0.01312,-1.26343,-0.28345,-0.05505,0.43147,1.05209,-0.04213,1.53056,2.01974,1.40715,1.33339,0.11616,-0.40328,-0.19472,0.00115,-0.9027,-0.35809,-0.51988,-1.58431,-1.07549,-1.2423,-0.25612,-0.11527,-1.71865,-0.91453,-0.18759,-0.33318,0.30307,-0.19373,1.31795,1.37788,-0.36382,-0.19409,-0.27161,-0.61488,-0.37537,1
peptide_pm_245,0.30908,1.07699,-0.04815,-0.3256,0.24736,-0.03519,-0.08388,0.51692,0.4562,0.55211,-0.50719,-0.29862,-0.60134,0.27371,1.21121,1.59718,-0.06384,-0.13446,0.5548,1.07057,-0.08941,0.21777,0.93221,0.22957,0.08999,1.64195,-0.47717,0.44075,1.2597,-1.02249,-0.55658,-0.0767,0.0625,-0.56162,2.08137,1.99496,-1.00387,-0.35026,-0.1157,-1.33115,-0.42001,0.09045,-0.9129,-0.40031,-0.20754,-0.1659,0.79692,0.38236,0.12755,0.09732,-0.10439,-2.67352,-1.34711,-1.03658,-0.72079,0.16387,0.05471,-0.15143,0.02705,0.25517,1.70541,-0.11113,0.19677,1.12806,0.98261,0.27285,0.61227,0.22531,0.30117,0.49433,-0.93874,-0.3246,-0.25592,0.0745,-0.1375,1
peptide_pm_246,-0.11124,-0.1619,1.14877,-1.45445,-1.11593,-0.06774,0.9972,-0.53559,0.60922,-2.47987,-1.96535,-3.27459,0.77375,-1.44315,2.3092,1.39521,0.76966,0.64988,0.20645,-1.03676,-0.75278,2.57822,-1.68103,0.21534,-2.71584,1.52751,-0.33943,-1.38617,0.24349,-2.071,-3.73031,0.02929,0.74761,-0.57191,0.32558,0.65743,-0.27476,-0.41988,0.05299,-0.76587,1.83835,0.75876,-0.6406,-0.42872,0.24202,3.60684,-0.01157,-1.13965,-1.71673,-2.51452,-2.01332,-0.3301,0.05765,1.04259,1.2614,-3.17081,-0.08833,1.19966,2.36648,3.26511,-0.81323,0.19796,0.02553,0.19982,-0.6989,0.21192,0.4043,-2.01923,-1.46909,-1.93584,2.33684,1.93462,3.0781,0.71981,1.19551,1
peptide_pm_247,0.04217,-0.1488,-1.63672,0.59306,1.22,0.92876,-1.50547,-0.49794,1.43077,0.05825,-0.33773,-0.13333,0.42906,-0.43539,-0.06697,1.93194,-1.80647,-1.58951,0.62912,0.39581,-0.21457,0.57115,0.44653,-1.14285,-0.25631,0.41767,0.35108,-0.48829,-0.41893,-0.31151,0.76971,-0.84946,0.7505,-1.09673,0.10763,1.57353,0.32706,-0.73657,-0.32693,0.27737,0.2445,0.30909,1.22478,-0.42009,-0.40172,-0.25446,-0.38811,1.22865,0.07243,0.20385,0.90976,0.64728,-0.24526,0.35339,-0.60595,0.5013,-0.56921,0.45802,-0.10918,-0.20395,1.58445,0.6794,-1.14698,0.63872,0.21563,1.2653,0.52592,1.58508,-0.49721,-0.15411,-1.05439,-0.21296,-0.79463,-0.27895,-0.25186,1
peptide_pm_248,0.29272,0.3365,-0.52758,0.04079,0.31887,-1.40679,0.24857,1.55366,1.1203,0.30381,0.30893,-0.05664,0.03304,-0.14445,-1.08697,-0.41015,-0.19636,0.45813,0.39468,0.97932,0.5288,0.74609,-0.27552,-0.10819,-0.57454,0.44621,0.55581,0.33982,0.09831,-0.09684,0.22978,0.5213,0.94296,-0.14364,1.01958,0.13192,-0.01013,0.14143,-0.15942,-0.36082,-0.72622,-1.35814,-0.38138,-0.48197,0.19989,-0.67273,0.0447,-0.358,-0.02133,-0.41828,-0.20969,0.45348,0.90269,0.65623,-0.16267,0.13201,0.20081,-0.2089,0.33496,0.53337,-0.60987,-0.50506,-0.40193,-0.07029,-0.50718,-0.48815,-0.36957,0.70165,0.0189,0.39944,-0.61544,0.30751,-0.44268,0.1362,-0.55266,1
peptide_pm_249,0.62107,1.89649,0.67033,1.43716,0.32806,0.9334,2.03838,0.03886,0.10074,0.42718,-0.61531,-0.57036,-1.28266,0.53257,1.63992,0.60318,1.48136,-0.80858,-1.20226,-0.67601,-0.49263,-1.48912,-0.80349,0.10556,-0.30669,-0.74519,-0.26704,0.31224,0.59004,-0.87873,-0.66054,-1.37315,-1.90144,-1.44131,0.29009,0.58711,-0.3729,-0.0854,-0.15887,-1.60794,-0.85979,-0.00714,0.37607,0.03125,1.33352,0.70684,2.42744,1.11579,0.92756,1.33983,-0.20588,-0.42981,-1.53371,-0.16047,1.00106,0.1675,-1.15603,-0.44019,-0.48516,-0.7441,-0.00732,-0.18321,0.13011,-0.31332,-0.97549,-0.79378,0.37096,0.62284,0.22216,0.96951,-0.17802,0.9746,0.80742,0.41831,-0.39934,1
peptide_pm_250,1.23765,-0.44264,-1.82416,1.37584,1.37532,1.36485,-0.12829,-1.16252,0.70705,0.81765,-0.31033,1.42694,1.60207,0.29531,0.21524,1.70119,-0.43874,-1.6359,0.81219,1.03247,-1.3615,-0.5885,0.32714,-0.93856,-0.81991,-1.84457,-0.2799,-0.87506,-0.41438,-0.17261,-0.09265,-0.11922,-0.04126,-0.54133,-0.52737,-0.00152,-0.01331,-0.93206,-0.08177,0.12159,-0.36232,0.11173,0.68153,0.42075,0.36077,0.92348,3.26599,3.20117,2.91053,2.84862,-1.3221,-1.35034,-0.55067,-1.36346,-1.27843,-1.00991,-1.84866,-2.19428,-1.86465,-1.63042,-0.38141,0.36491,-0.82655,0.34439,0.44068,0.28404,0.56736,1.44492,1.04797,0.91982,-0.88861,0.5593,0.33826,0.57236,0.5729,1
peptide_pm_251,-0.19239,-0.15371,1.13051,-1.44649,-1.14882,0.569,0.86948,-0.16639,0.47748,-1.81479,-1.53853,-3.36442,1.09499,-1.56632,2.85481,1.6187,0.70239,0.80784,0.14212,-0.70665,-1.07115,2.63502,-1.91132,0.29699,-3.08671,1.48989,0.0275,-0.83169,0.64667,-2.51487,-3.67273,0.34971,1.32407,-0.20474,-0.13768,0.68584,-0.07902,-0.13619,0.27449,-1.02273,1.91714,0.56873,-0.96654,-0.63942,0.50172,3.69288,-0.71961,-0.84227,-2.33505,-2.71538,-1.93019,-0.81631,0.28965,0.53747,1.10601,-3.15163,0.45983,0.9952,2.86581,3.40592,-0.78612,0.17513,0.1378,0.17316,-0.77918,0.23418,0.43217,-2.14827,-1.43678,-1.84164,2.29559,1.38725,3.07376,0.0223,1.03529,1
peptide_pm_252,2.82322,0.57025,1.18187,3.25809,1.87986,1.16956,0.67877,-0.7883,-0.06175,1.90874,1.24346,3.02066,1.69557,1.87589,2.32778,1.05508,-0.1085,-1.32965,-0.59152,1.60202,-2.10369,-1.92803,-0.05082,-1.03433,-2.87923,-1.12123,-0.69646,-1.47154,-0.03,-0.10103,0.97653,0.62859,-0.24523,-1.00808,0.06397,0.61031,-0.78404,-1.61103,0.54369,0.05241,-1.36942,0.07761,1.30498,0.34446,0.02738,0.09814,2.02525,1.95436,1.38897,1.27931,0.57363,-1.21948,-0.46976,-0.3136,-2.0948,-1.15805,-0.84013,-1.25637,-1.11298,0.09809,-0.21871,-0.43086,-1.60831,0.67773,0.59489,-1.28044,0.25304,1.84197,0.66793,-0.07985,-0.38138,0.21737,-0.4482,0.25847,-0.05469,1
peptide_pm_253,1.36546,1.5738,1.8859,0.66926,-0.37793,-1.69564,-0.66877,-3.5923,-2.37404,-3.65835,-1.5145,-0.08083,0.36086,1.33714,0.62439,-1.00781,-1.09448,-3.15849,-3.34003,-3.54331,0.58733,-2.55281,2.38262,-0.84126,1.08108,1.11775,1.40905,1.52928,-0.68499,0.13778,-0.14592,-2.74918,-1.25386,0.81245,0.74367,2.97808,2.28571,1.18395,-0.4252,-0.52355,-2.46523,0.40845,-0.62095,1.967,1.28955,0.60928,0.32725,-2.4706,0.1988,1.12641,0.31218,-0.13687,-0.68786,0.18919,0.04531,0.98038,-1.66528,-0.20944,1.72061,0.43647,1.61183,2.93153,1.75637,-0.48193,-0.49545,-2.24062,-0.36298,-1.28718,2.53405,1.43159,1.89597,-3.51809,0.35852,-1.35043,-0.73567,1
peptide_pm_254,-0.63418,-0.0386,0.87378,-1.33455,-1.61124,0.21193,0.85382,-0.12112,0.46132,-1.73324,-1.82596,-3.34528,1.02657,-1.54008,2.73859,1.44291,0.67216,0.8788,0.11322,-0.55834,-1.00872,2.59242,-1.73861,0.23576,-2.80856,1.57577,0.07249,-0.7637,0.6961,-2.5693,-3.70571,0.28146,1.20129,-0.28295,-0.03901,0.80699,0.00892,-0.00874,0.374,-1.13813,2.05544,0.71125,-0.72208,-0.4814,0.30695,3.61309,-0.5688,-0.90561,-2.20335,-2.6726,-1.91106,-1.03475,0.39388,0.31053,1.0362,-3.07113,0.04871,1.14854,2.49131,3.30031,-0.69273,0.16487,0.18824,0.16118,-0.81525,0.38759,0.41126,-2.05149,-1.46101,-1.91229,2.30762,1.79778,3.07701,0.54543,1.15546,1
peptide_pm_255,-0.45883,0.42658,-1.23052,-0.24342,1.48924,0.17611,-1.79583,-0.29451,1.291,1.7405,0.00817,1.17161,1.25032,0.36826,0.25899,0.58344,-1.91003,-0.75573,0.58528,1.23053,-0.38585,0.27167,-0.04218,-0.417,-1.32888,-0.17566,0.29827,-1.51936,-0.43147,0.48471,0.26515,-0.03158,0.47445,0.27217,0.01074,0.34777,0.04226,-2.2264,-1.19992,0.00557,-1.68534,-1.03724,-0.28213,0.33636,0.08732,-0.30636,1.31684,1.57031,0.98053,0.88464,0.1896,-0.35695,-0.14148,0.05829,-0.68282,-0.10449,-0.10982,-1.6862,-1.71874,-1.62216,-0.52938,-0.13365,-1.50857,-0.83227,-0.19917,-0.22531,0.20694,0.19229,1.34765,0.73667,-0.0926,0.63474,0.25398,-0.0943,-0.03459,1
peptide_pm_256,-0.46329,-0.18484,0.77722,-1.5657,-1.19935,0.71253,2.79868,0.23129,0.61057,-1.97764,-1.34592,-3.77319,1.56999,-1.64745,3.0427,1.5457,1.41535,0.58118,0.01094,-1.12818,-0.97253,3.00585,-1.05069,1.65075,-1.83687,1.11817,0.73907,0.54144,-0.40812,-2.26084,-3.38852,0.67102,-0.46562,1.78982,1.95839,0.44569,0.21469,0.14615,-0.56413,-1.34925,2.02869,0.42927,0.80673,-1.07382,-1.61089,3.84261,-1.09704,0.90577,-4.45863,-2.09837,-1.53533,-1.37212,-0.77293,2.49246,0.28915,-3.65984,0.7217,-0.93228,2.23319,2.89921,-0.91159,0.57115,0.25261,-0.16736,-0.93255,0.17739,0.28786,-1.15164,-1.24137,-2.23041,2.85204,1.83846,3.88056,0.18124,1.07531,1
peptide_pm_257,-2.08783,0.33151,0.49116,-0.80162,-0.71146,-1.4243,-0.1336,0.87708,-0.53487,-0.49745,0.11197,-0.76216,0.24037,-0.20553,0.55067,-0.54456,-0.28606,0.48605,0.08849,-0.09557,-0.986,-0.50911,0.73945,0.7821,0.15682,1.40339,1.77104,1.56279,0.45579,1.0771,-0.75696,-1.98808,-0.35854,-1.37322,-1.22511,0.38561,1.02257,0.80637,0.10255,0.32046,2.62604,3.40423,1.24733,2.07815,1.032,1.1339,-1.25927,0.67443,-0.06875,0.01318,1.24568,-1.96144,0.56657,-0.49855,0.03842,-1.88055,1.53092,-2.11236,1.73627,-1.8977,-0.55992,-0.09184,0.03495,-0.14117,-0.28898,0.81039,2.55558,-0.19006,0.83074,0.46934,2.61211,-0.74786,-0.004,-1.54665,-0.28727,1
peptide_pm_258,-0.86014,-0.51267,-0.41221,-0.04273,0.17264,0.6283,-0.27372,-0.69974,0.06371,-0.0385,0.55604,-0.02336,-0.85951,-0.34116,0.06715,-0.07535,-0.08268,0.79443,0.69357,-0.25768,0.58799,0.26231,0.45344,-1.03637,0.25227,-0.42604,-0.18123,-0.40035,-0.27511,0.38318,0.41432,0.41486,0.38873,-0.70697,0.35192,-1.00665,-0.58072,-0.31693,1.3958,0.40784,1.02492,0.01846,-0.1206,-0.81362,-0.07032,0.14228,-0.96737,-0.09973,-0.55832,0.00099,-0.05085,0.81209,-0.20252,0.28707,0.67616,-0.40295,-0.63969,1.31887,-1.234,0.19541,-0.77727,-0.10532,-0.54944,-0.26316,0.27414,-0.10358,-0.40084,-1.34762,0.47698,0.40662,0.61672,-0.34941,0.49865,-0.22313,0.26302,1
peptide_pm_259,-0.10247,-0.85465,-0.69345,-0.19672,-0.4121,-0.88268,1.17157,1.47857,-1.08923,-1.2214,-0.50848,-0.02976,0.56776,-0.05114,-0.82625,-0.66558,1.02947,0.31574,-0.80208,-0.36474,1.17013,-0.13064,0.05794,0.10749,-0.77264,0.51261,1.14137,-0.18717,-1.435,-1.43607,-0.15328,0.22533,-0.71663,-0.03019,-0.02675,0.394,-0.76244,-0.67486,-1.70357,-0.34362,-0.11703,0.20454,-1.08758,0.36795,0.79296,-0.39074,-0.03968,0.06267,0.13212,-0.48443,-0.44495,0.69298,-1.0014,0.14989,0.2426,-0.07583,-1.32556,0.87392,-0.32088,0.10687,0.54132,-1.02951,-0.03203,-0.84059,-0.87127,-1.08388,1.36663,0.26922,0.12168,1.09947,-0.13886,-1.25542,-1.08008,0.98238,-0.82762,1
peptide_pm_260,0.81001,-0.8592,-1.6446,1.18994,0.19453,0.69203,0.05736,-0.2496,0.98667,-0.68686,0.88236,-0.70051,-0.98683,1.67939,0.38147,0.15293,0.39682,0.95176,0.45724,-0.94051,1.08468,0.00118,-1.47534,-0.0302,0.32724,-0.4913,-2.04616,-0.20495,0.55883,-0.98976,1.1032,-0.30673,-0.66394,1.30763,0.2865,-0.90781,-0.43547,0.11643,-0.31559,-0.69553,0.55319,-0.92797,-0.23662,0.64558,-0.06015,-0.2826,-0.17246,-0.74723,0.09565,-0.25999,-0.19763,-0.30916,0.89244,0.43571,0.3796,0.38264,-0.22079,-1.05094,-0.98972,-0.38317,-0.93139,0.32036,-0.31791,-0.67979,-0.36062,-0.24409,-0.93642,-0.04928,0.48511,0.31694,-0.61695,0.8919,-0.01025,0.4057,0.8161,1
peptide_pm_261,-0.53754,-1.04343,-0.81196,0.61682,-0.04046,0.64051,-0.0782,-0.34928,-0.37215,0.33387,-0.09259,-0.28002,0.22654,0.4395,-0.61046,0.80143,0.24099,-0.30099,0.15167,0.12607,0.2396,0.08558,-0.45815,0.47365,0.2048,-0.28288,-0.21687,0.3289,0.47409,0.10102,0.42497,0.66518,0.86179,1.10399,0.30474,-0.36611,-0.48411,-0.27555,0.2993,-0.23335,0.10481,-0.64536,-0.47279,0.01054,0.15096,0.10859,0.71829,0.57309,0.50788,0.58852,-0.59254,1.05372,0.38243,-0.087,0.2709,-0.00515,-0.49225,-0.88047,-0.69437,-0.46032,-0.91149,-0.75985,-0.68009,-0.01065,-0.51238,0.7731,-0.37496,0.39043,0.41303,0.39556,-1.11847,0.19467,-0.03293,0.00206,-0.01022,1
