,Geary_CIDH920105.lag1,Geary_CIDH920105.lag2,Geary_CIDH920105.lag3,Geary_BHAR880101.lag1,Geary_BHAR880101.lag2,Geary_BHAR880101.lag3,Geary_CHAM820101.lag1,Geary_CHAM820101.lag2,Geary_CHAM820101.lag3,Geary_CHAM820102.lag1,Geary_CHAM820102.lag2,Geary_CHAM820102.lag3,Geary_CHOC760101.lag1,Geary_CHOC760101.lag2,Geary_CHOC760101.lag3,Geary_BIGC670101.lag1,Geary_BIGC670101.lag2,Geary_BIGC670101.lag3,Geary_CHAM810101.lag1,Geary_CHAM810101.lag2,Geary_CHAM810101.lag3,Geary_DAYM780201.lag1,Geary_DAYM780201.lag2,Geary_DAYM780201.lag3,y
peptide_pm_321,1.19547,-0.71657,-0.3807,-0.4448,-1.20598,0.10018,-1.91874,-1.92001,-1.24927,0.54393,-0.86882,-0.6366,-2.05866,-1.884,-0.75086,-1.79302,-1.78983,-0.51127,0.44502,-1.43999,1.00679,0.1195,-1.21882,-0.86586,1
peptide_pm_322,0.08846,-0.59916,1.51721,0.3163,-0.02352,1.45628,0.38902,0.33762,-0.09449,0.95295,-0.51229,1.18245,0.34832,0.60156,-0.28258,0.37689,0.40349,-0.7032,0.54797,-0.0606,0.1578,1.60159,-0.44955,0.69899,1
peptide_pm_323,1.29445,0.67636,-1.237,0.70779,1.26304,-0.57536,1.80327,0.11349,-0.28652,1.30137,-0.09772,-0.47325,1.57625,0.05097,-0.38194,1.34128,0.21433,-0.40072,-0.19605,0.04697,-0.56817,0.06166,-1.10027,0.329,1
peptide_pm_324,1.67268,-0.11846,-0.69211,-0.0107,0.20567,0.11844,0.63997,0.30119,-0.53474,1.38717,0.03121,-0.80528,0.83421,0.08184,-0.62814,0.86513,0.07302,-1.1033,1.05997,-0.61056,-1.39318,0.3259,-0.49399,0.61314,1
peptide_pm_325,-0.42492,0.95866,-0.16291,-0.40055,1.38758,0.09344,-0.10715,-0.24764,1.43083,-0.23554,0.11631,1.42835,-0.00208,-0.13037,1.07065,0.04328,-0.06725,0.63179,0.62274,-0.08636,-0.61207,0.27248,-0.73903,0.59913,1
peptide_pm_326,0.41356,0.75403,-0.15894,0.64618,-0.02023,-0.24625,1.0237,0.35529,-0.83243,-0.86067,-0.54364,0.41395,0.96646,0.17583,-0.5584,0.83201,0.35504,-0.74714,0.94208,0.59534,-0.57585,0.65492,-1.04058,1.57357,1
peptide_pm_327,-0.05836,2.36742,-0.60415,-0.92947,0.5783,0.16339,-0.24197,2.79595,0.68352,-0.43932,2.00949,-0.40263,-0.08131,3.01469,0.46051,-0.14295,3.00585,-0.08591,1.20455,0.28606,0.02397,1.37395,-0.74896,1.42952,1
peptide_pm_328,0.09296,1.7727,-0.31689,-0.82592,1.47476,0.46866,1.13239,0.26035,0.7493,1.15327,0.93118,-0.82904,1.28912,0.43656,0.69871,0.76406,0.69392,0.40563,0.90247,1.33427,-0.59981,2.06005,-2.0285,1.42034,1
peptide_pm_329,0.09507,0.79734,-0.15912,-1.27671,-0.03407,-0.92252,0.43091,-0.19011,1.47151,-0.23061,0.07849,0.58751,0.51552,-0.63228,0.77175,0.34066,-0.30433,1.41462,0.61067,-1.78159,-0.17404,-1.7774,-1.64574,-0.2328,1
peptide_pm_330,0.56379,1.38263,-1.24572,1.0791,1.73568,-1.69737,-0.83533,-1.79654,-0.71744,1.19428,1.51814,-1.01787,-1.76677,-1.07239,0.15988,-0.59152,-1.19714,-0.22167,0.49448,1.96779,-0.96717,1.02025,1.05759,-1.91111,1
peptide_pm_331,-0.6661,2.42799,0.25272,-0.54247,2.94111,0.16277,-0.6219,3.43894,0.18457,-0.67526,2.95333,0.15458,-0.60922,3.39145,0.19019,-0.70474,3.32376,0.16225,-0.79456,2.89103,0.17652,-0.71132,3.34878,0.04065,1
peptide_pm_332,-0.26731,1.81288,-0.2549,-0.89458,-0.32364,0.07377,0.37444,0.24349,-0.28554,-0.41844,1.62405,-0.40194,0.83955,0.53367,-0.2085,0.58407,0.78468,0.19557,0.46496,1.48405,0.22767,0.19695,-0.16817,1.62929,1
peptide_pm_333,0.39666,1.16374,-1.3741,0.17425,0.8853,-1.51726,-0.65158,-0.15061,-0.80165,-0.02712,0.51014,-1.21779,-0.59968,-0.21694,-0.33956,-0.66286,0.08954,-0.53317,0.0901,1.41158,-0.83959,-1.23844,0.44542,-0.52179,1
peptide_pm_334,1.5019,-1.42353,-0.10773,1.52493,-1.71526,-0.0655,1.31845,-1.00034,0.03763,1.75049,-0.83968,-0.55778,0.63432,-0.73983,0.05428,1.66843,-0.5924,0.01227,-0.70697,0.13677,-0.84851,0.03332,-1.96532,0.11896,1
peptide_pm_335,-0.40794,0.63226,-1.23534,0.00809,0.83293,-0.73171,0.22338,0.61673,-1.00695,-0.30407,0.84107,0.02327,0.43142,0.63341,-0.71366,0.28879,0.88188,-0.68068,-0.27069,1.10787,-0.05267,0.73045,-0.10845,-0.83891,1
peptide_pm_336,0.02055,-0.03249,0.31399,1.7215,-0.30846,-0.54678,0.25317,-0.14307,0.84414,2.04059,0.12489,-0.83763,-0.01466,-0.22693,0.96845,1.47898,0.23463,0.2307,0.20171,0.7023,-1.07888,0.08282,-0.67154,-1.10405,1
peptide_pm_337,-0.18222,0.61973,0.62799,0.27651,0.83671,-1.04647,-1.07545,0.569,0.77341,-1.31221,-0.2421,-0.20482,-0.66889,0.23469,0.84481,-0.83954,0.38832,1.01871,-1.03009,0.47615,0.90377,-0.06543,1.40139,0.28819,1
peptide_pm_338,0.2892,-0.18703,-0.39888,-0.20246,0.12185,-0.53871,-0.59254,-1.37389,-0.49477,1.02242,-0.62634,-0.91533,-0.44996,-1.13849,-0.1793,-0.34663,-0.75799,-0.40981,-0.75192,1.61924,1.1917,-0.2935,-1.23608,-0.48257,1
peptide_pm_339,-0.76022,0.45581,-0.12867,-1.19628,0.03636,0.64351,-0.05136,-0.19267,0.7166,-1.12879,1.4243,-0.23595,0.29588,-0.35768,0.85737,-0.15898,-0.46664,1.07002,0.09551,-0.27316,1.24063,0.4747,0.16356,-0.77942,1
peptide_pm_340,0.18168,0.31211,0.42346,-0.29135,0.8467,0.26849,-0.95108,0.06695,-1.07859,-0.55299,0.07331,-0.29508,-0.7519,-0.03024,-1.38071,-0.67419,0.50905,-1.26884,1.24963,0.82101,-0.46863,-1.29738,0.73208,1.23385,1
peptide_pm_341,-0.71844,0.91265,-0.67679,0.12466,-1.79616,0.37226,-1.67015,-0.9935,-0.29706,-0.22143,1.30547,-0.2212,-1.46718,-1.07858,-0.39796,-1.22941,-1.18604,0.14065,-1.53336,-0.67704,0.35089,-0.66302,0.19886,-0.30682,1
peptide_pm_342,0.30606,0.84641,-1.22153,-0.22052,0.17399,-0.69952,0.49626,0.13148,-0.40411,-0.30327,0.06277,-1.621,0.80265,0.03153,0.13425,0.47034,0.02916,-0.10905,0.04217,-0.94757,-0.13371,0.02314,-0.39253,-0.29849,1
peptide_pm_343,-0.44451,1.73322,-0.31329,-0.88162,1.69461,-0.1256,-0.53255,0.99119,-0.00844,0.51542,2.08064,-1.49798,0.03061,1.03052,0.06878,-0.19083,1.73132,0.11055,0.54963,1.90312,-0.37322,1.02125,-0.72422,1.01237,1
peptide_pm_344,0.40552,-0.86688,1.56772,1.20825,-0.18982,0.66265,0.475,-0.95261,0.88354,0.76812,-0.11818,1.39019,0.43289,-0.85164,0.80206,0.66752,-1.01746,0.7773,1.44508,-1.2253,0.24382,1.05845,0.21032,-0.26865,1
peptide_pm_345,-0.20204,1.3802,-0.3515,-0.68081,0.09584,-0.28979,-0.70668,-0.36813,-0.28318,0.02564,-0.42567,-0.52591,-0.7505,-0.4626,-0.73438,-0.56103,-0.10679,-0.76738,0.21431,0.57812,0.01324,-1.15087,-1.20498,-0.46492,1
peptide_pm_346,-0.01459,1.64862,-1.40909,-0.02411,0.12486,0.35088,0.92728,1.20483,-1.85715,-0.22043,1.71857,-0.5324,1.12892,1.54141,-1.51845,0.14131,0.45849,0.48447,1.45063,1.16115,-1.73985,-0.30207,-0.39945,0.74674,1
peptide_pm_347,-0.59546,0.74386,0.0382,-0.96696,-0.67616,0.42253,-1.28683,-0.77316,-0.14722,-0.26643,1.28811,-0.10579,-0.75781,-0.68704,-0.0615,-0.70877,-0.86223,0.37407,-0.2931,-0.42843,1.41619,-0.30438,0.27655,1.08802,1
peptide_pm_348,-0.33153,0.70569,0.50819,-0.20127,0.19792,0.23061,-0.3232,-0.94299,0.87249,-0.67181,-1.06366,0.25843,-0.4668,-0.81931,0.68356,-0.706,-0.55356,0.92215,-0.87126,-0.60476,0.1695,0.55183,-0.68127,0.91998,1
peptide_pm_349,0.59975,0.51925,-0.95767,0.6517,0.58325,-0.81271,0.24525,1.35809,0.9895,0.60148,0.67373,-0.85898,0.20746,2.2193,0.015,0.18869,1.01748,1.16714,0.2628,2.19192,-1.65057,0.5334,0.2715,-0.10383,1
peptide_pm_350,0.23012,1.99956,-0.9807,-0.71281,2.13017,-0.28849,0.56752,2.4697,-0.66382,-1.18069,2.36502,0.67359,0.83849,2.05621,-0.26369,0.64771,2.23085,0.39677,0.19533,0.82242,1.19147,0.44689,2.24463,-0.60964,1
peptide_pm_351,0.9929,0.81612,-0.53904,1.09129,0.67958,-0.24074,-0.62103,0.32364,0.25069,-1.18267,0.15472,0.10705,-0.99726,-0.25586,0.2535,-0.86478,0.12926,0.18585,-1.07271,-0.44025,-1.28644,-0.6023,0.79355,0.50829,1
peptide_pm_352,-0.16506,0.60581,0.68048,0.33852,0.78015,-0.94775,-0.85189,0.36459,0.84941,-1.09392,-0.23993,-0.16398,-0.60557,0.05551,0.94696,-0.71607,0.39227,1.00668,-1.11081,0.73295,0.73258,-0.27275,1.47119,0.58155,1
peptide_pm_353,-0.27748,1.88598,-0.63411,-1.15029,1.23612,0.06313,0.31742,0.20754,0.0627,0.53975,1.81117,-1.27922,0.67052,0.38178,0.18601,0.21346,1.01837,-0.18438,0.79948,1.52549,-0.73875,1.68906,-2.28508,0.89372,1
peptide_pm_354,-0.12702,1.28886,-0.16451,0.96215,0.50312,-0.49777,-0.89079,0.61476,0.67346,-0.37588,1.1002,0.24301,-1.03171,0.8608,1.17293,-1.37648,1.11011,1.63221,-0.28381,1.35678,0.63637,-0.61614,1.05358,1.79572,1
peptide_pm_355,-0.3517,1.42869,-0.59268,-0.17344,1.68619,-0.45337,0.37466,0.95089,1.44654,-0.31456,1.75069,-0.51906,0.14237,1.39438,0.65727,0.31673,0.81605,1.56751,-0.60597,2.04231,-1.14877,-0.0917,1.54782,0.18202,1
peptide_pm_356,-0.55922,0.43393,0.21815,0.46556,-0.25495,0.02502,-1.43379,0.5889,-1.29281,-1.62514,0.41248,-0.7376,-1.14551,0.66648,-1.06871,-1.53254,0.40421,-1.16338,-0.67293,0.78437,0.03747,-0.94656,0.37838,-0.6206,1
peptide_pm_357,0.30543,0.71353,-0.46611,0.55391,-0.18785,-0.42883,0.51269,0.1848,-1.23899,-0.44041,-1.308,-1.84696,0.49982,0.04255,-1.20398,0.36191,-0.04856,-1.04326,-0.80076,-1.90741,-1.1519,-0.44716,0.39536,-0.90538,1
peptide_pm_358,0.4128,0.56325,0.10633,0.6418,-0.02963,-0.41774,0.55712,0.46601,-1.00346,-0.62402,-0.14573,0.38515,0.06479,0.28438,-0.85325,0.41977,0.53032,-1.20287,0.7751,1.26272,-1.56272,0.23902,-0.74747,1.39873,1
peptide_pm_359,-2.01718,-1.0153,1.1218,-1.36802,-0.07574,2.14549,-0.40134,-1.72024,-0.29616,-1.47873,-0.35713,2.01615,0.04748,-1.92599,0.02437,0.68987,-2.33935,0.1899,0.20902,-2.18527,-0.73165,0.85126,-1.27196,1.66355,1
peptide_pm_360,0.99755,0.71452,-0.95746,0.35449,0.86321,-0.57456,0.28889,0.04836,-0.09013,0.01844,-0.74159,-1.39952,0.05667,-0.30806,0.1374,0.39806,-0.30415,-0.01923,0.81314,0.49272,-0.59682,1.08615,-0.48432,0.5045,1
peptide_pm_361,-0.38468,0.17795,-0.09269,0.15902,0.39647,-0.48284,-0.31501,0.9578,0.30461,-0.27619,0.52673,0.36504,-0.44889,0.88907,0.26601,-0.32201,0.8179,0.14093,-0.57782,-0.98386,-0.83163,-0.28049,-0.12338,-0.00425,1
peptide_pm_362,-2.72363,-1.23399,1.2129,-2.15724,-0.77152,1.03503,-0.54177,0.08133,-1.29024,-1.75844,-0.66408,2.02999,-0.2849,0.09699,-1.28171,-0.25153,0.07269,-0.78169,-1.99737,0.09848,-0.23147,0.60063,-0.94762,0.74128,1
peptide_pm_363,-0.54033,-0.02205,-0.58528,-0.25561,0.91246,-0.80488,1.49646,-0.22753,0.18193,0.32427,0.14795,0.16519,1.07716,-0.14856,-0.14801,1.28239,-0.11694,-0.03406,0.8845,-0.06505,-0.15994,-1.09171,-0.91369,-0.20824,1
peptide_pm_364,1.10182,-1.79184,0.04047,1.31598,-2.10633,0.81133,1.91002,-1.07942,2.093,2.48242,-0.12787,-1.31917,1.31133,-0.52888,1.66165,2.25769,-0.38318,1.20336,0.25959,0.70073,-1.08138,-0.10065,-2.44385,0.92462,1
peptide_pm_365,-0.97882,1.22182,-0.24648,0.93003,1.83784,-1.03609,-0.77492,-0.31289,0.92629,-0.85687,1.18799,0.18546,-0.34455,-0.28724,0.83523,-0.83908,-0.09553,0.84526,-0.59367,1.03826,-0.13676,-0.77385,-0.37635,0.40254,1
peptide_pm_366,-1.44093,-1.04624,-1.93677,-3.41554,-2.73285,-2.08031,0.5711,1.40888,-2.39211,0.35451,0.85804,-1.58853,-0.05523,0.84729,-2.38969,-0.17348,0.83358,-2.08025,-0.12049,0.23861,0.71959,0.05977,1.13318,-1.73934,1
peptide_pm_367,0.91973,0.50282,-0.45682,0.93511,0.80002,-0.57227,0.99116,1.10332,-0.56382,0.91132,0.79397,-0.52454,1.02338,1.07008,-0.58014,0.88816,1.0353,-0.59852,0.91715,0.79234,-0.56155,0.83727,1.04537,-0.6914,1
peptide_pm_368,0.40382,1.02159,-1.48128,0.42828,1.41006,-1.22955,1.18589,-1.33359,-0.95583,0.29623,1.30747,-0.8844,1.31492,-0.88105,-1.26618,0.92658,-1.0891,-0.32602,0.54137,1.08487,-2.14846,0.42794,-0.10141,0.00015,1
peptide_pm_369,-0.37875,-0.34556,1.216,0.19741,-0.04035,0.83617,-0.26143,-0.21374,0.02247,0.54738,-0.75839,0.79586,0.09018,-0.09375,-0.25649,0.10606,-0.14347,-0.42491,1.8464,-1.08558,-0.67859,0.11179,0.49536,0.96594,1
peptide_pm_370,-0.87263,0.27704,0.67891,-0.75083,0.89761,0.43325,-0.94945,0.1621,-0.31096,-1.05048,-0.09548,-0.26088,-0.61397,0.19252,-0.2272,-0.43421,0.71263,-0.57548,0.8001,1.20519,-0.34474,-1.01618,0.06525,0.27355,1
peptide_pm_371,2.02368,-2.24769,2.29476,1.48736,-2.36458,2.35604,-0.85907,-1.4317,2.28822,-2.09197,-1.5317,-1.12591,-1.66845,-1.00697,1.79604,-1.67869,-1.04914,1.84282,-0.55074,-1.60497,1.50453,-0.52418,0.17128,-0.65278,1
peptide_pm_372,0.98986,0.62102,-1.26661,0.91188,-0.03196,0.02787,2.78402,-2.38903,0.50539,0.85369,0.09343,-1.03787,2.98749,-2.04929,0.13236,3.22896,-1.945,-0.34877,1.27265,0.942,0.12455,2.67269,-1.71005,-0.24287,1
peptide_pm_373,1.22531,-0.48206,-0.93351,-0.00044,-0.43311,0.08795,-0.00612,-0.46095,-0.40245,1.31978,-0.30241,-0.43161,-0.43077,-0.03375,-0.03423,-0.01579,-0.59142,0.07354,1.75886,0.30991,0.56289,0.212,-0.68388,1.28118,1
peptide_pm_374,0.10829,0.89211,-0.94732,-0.51858,0.42767,-0.38911,-0.43421,0.04655,-0.42756,0.49775,0.73707,-1.28157,-0.02224,-0.17982,0.13754,-0.20515,0.17902,-0.24085,0.88855,0.37621,-0.38312,-0.78666,1.03199,0.80644,1
peptide_pm_375,0.47646,0.54115,-0.41219,-0.029,0.96379,-0.07732,0.77225,-0.82076,-0.87569,-0.23946,-1.34697,-1.85256,1.04471,-0.97505,-0.54968,0.77416,-0.76126,-0.49681,0.43647,-1.32376,-0.1913,-0.83873,1.24535,-0.25855,1
peptide_pm_376,0.81558,-0.35204,0.58033,0.62186,-0.15998,0.31285,0.40658,-0.45478,0.52973,-0.08153,0.31118,-1.21304,0.07132,-0.34937,0.17452,-0.01711,-0.33801,0.18489,-0.36816,-0.3254,-0.17961,0.15683,-0.43405,0.26952,1
peptide_pm_377,0.09245,2.20194,-1.26215,-0.40794,0.46315,-0.50546,-0.97701,0.41532,-0.89072,0.39411,1.27581,-0.6023,-0.97186,0.45285,-1.05035,-0.55321,1.38178,-1.01512,0.3679,1.81876,-0.9879,0.03513,0.17137,0.108,1
peptide_pm_378,0.63158,0.92166,-0.76692,0.78339,0.29883,0.5095,1.23093,-1.94843,1.46506,0.4667,0.82484,-0.27771,1.31863,-2.00026,1.81078,1.19359,-1.16574,1.39125,0.61424,1.7054,-0.23562,1.94476,-1.3241,0.74431,1
peptide_pm_379,-0.30151,1.09033,0.54427,0.84447,0.26654,0.69444,-0.83452,0.83854,-1.43709,-1.80582,-0.36496,-0.56287,-0.80476,0.80482,-1.1874,-1.18349,0.70806,-1.21901,-0.68662,0.82104,0.04541,-0.85553,0.5021,-0.57877,1
peptide_pm_380,-0.61203,-0.44061,0.62111,-1.05834,0.26096,1.0796,-0.71284,0.76767,-1.14676,-1.19851,-0.2776,-0.24958,-0.3615,1.16043,-1.02239,-0.27089,1.40627,-1.30496,0.42806,1.02857,-0.36224,-1.22791,-0.1147,-0.56419,1
peptide_pm_381,-0.80386,-0.68964,1.01756,0.39069,-0.00884,0.94867,-0.59071,-0.33067,0.48447,0.37935,-0.8241,0.87559,-0.18804,-0.19507,0.19453,-0.61361,-0.08946,0.08421,0.76902,-0.26313,-0.92661,0.37862,0.15708,0.73772,1
peptide_pm_382,-1.0055,1.19565,-0.56084,1.00545,2.24449,-1.64162,-2.20992,-0.74888,-0.57924,-0.85735,1.26908,-0.30734,-1.98933,-0.89873,-0.83228,-2.07919,-0.46989,-0.64547,-1.2304,0.44711,-0.6809,-1.13887,0.59546,0.57952,1
peptide_pm_383,0.84136,1.18413,-1.47791,0.68031,1.41514,-0.88977,-0.70441,1.5858,1.05898,0.00447,1.28015,-0.71777,-0.44766,1.18988,1.65331,-0.32453,1.51986,0.65133,0.48641,0.78322,-0.25599,0.75238,-0.00933,0.0423,1
peptide_pm_384,-2.79062,-1.46442,0.81988,-2.3796,-1.00504,0.53518,-0.48901,0.00025,-0.92631,-1.95541,-0.60833,1.87285,-0.17381,0.00927,-0.94853,-0.25194,-0.20161,-0.54749,-1.98386,0.16544,-0.20875,-0.52078,0.09424,-0.37128,1
peptide_pm_385,0.89642,0.71918,-0.72817,1.26302,1.15592,-2.28012,1.40808,0.25047,-1.50637,0.91257,1.11311,-1.29446,1.22624,0.65702,-1.05886,1.19806,-0.49723,-2.1448,1.52962,0.26114,-0.9615,1.63543,0.26347,-2.18528,1
peptide_pm_386,0.34519,0.6216,-0.5769,0.17862,0.39185,-0.44985,0.52251,0.15772,-1.19988,-0.44284,-1.31808,-1.84911,0.55872,0.01761,-1.0786,0.42696,-0.10534,-0.97562,-0.25734,-1.46989,-0.77745,-0.52227,0.80816,-0.67953,1
peptide_pm_387,-0.59707,0.74121,0.04283,-1.30307,-0.69229,0.51861,-1.25236,-0.88616,-0.45089,-0.70696,1.15792,0.00757,-0.71831,-0.74813,-0.25196,-0.69039,-0.86024,0.32251,-0.2931,-0.42843,1.41619,-0.431,0.43894,1.36203,1
peptide_pm_388,0.39217,1.48363,-1.23777,-0.34719,0.00812,0.10663,0.59578,-0.46947,-1.59408,-1.16444,-0.30618,1.41501,0.26808,-1.03335,-1.36888,0.18326,-0.17695,-1.5923,-1.15738,0.22088,-0.50489,0.72935,-0.27186,-0.79381,1
peptide_pm_389,0.67341,1.31224,-1.28358,0.29873,1.49813,-0.2308,1.59061,-0.21156,-1.55207,1.29741,1.69066,-2.27249,1.40363,-0.35687,-1.6121,1.33901,-0.16562,-1.73864,1.21902,-0.11661,-0.84493,0.16411,0.72836,1.54392,1
peptide_pm_390,-0.33584,1.97202,-0.33126,-0.59334,2.04624,-0.50356,0.77402,2.48043,-1.04354,0.81012,1.95957,-1.25494,1.13225,2.20549,-0.7827,0.90238,2.12204,-0.22836,0.60974,0.52986,0.4169,-0.17368,1.31707,0.50879,1
peptide_pm_391,-2.05512,-1.86006,-1.48228,-3.37539,-2.70253,-2.06348,0.22183,1.07826,-1.81576,-0.50615,-0.62321,-0.52504,-0.30141,0.62053,-1.83554,-0.40017,0.25061,-1.08317,0.40636,-1.8719,2.33245,-0.30147,0.06772,-0.3941,1
peptide_pm_392,0.71552,1.00902,-1.32896,-0.44479,0.89608,-1.28839,-0.63456,-0.36694,-1.17443,0.00286,0.24109,-1.29829,-0.51869,-0.48336,-1.11674,-0.40537,-0.51763,-1.21181,0.3096,-0.1642,-1.54254,-0.66644,-0.48991,-0.74044,1
peptide_pm_393,0.08838,1.07922,-0.25082,1.06716,0.79549,0.75766,0.34755,0.39608,-1.22237,-0.46885,-1.29597,-1.85,0.34444,0.57953,-1.08235,0.26795,0.26844,-0.95249,0.0698,-0.46513,-0.10582,0.20808,0.57166,-1.19053,1
peptide_pm_394,-0.19567,1.28658,-0.21939,0.94131,1.64981,-1.05265,2.37186,0.02514,0.39689,1.04626,0.97167,0.05501,2.44782,-0.07756,0.08684,1.86951,0.14444,-0.04993,0.05424,1.25876,-0.44928,-0.52101,0.68306,1.04849,1
peptide_pm_395,-0.40188,0.95539,0.43646,0.821,0.17332,0.55618,-1.42536,0.59342,-1.29717,-1.3003,0.84067,-0.68288,-1.26176,0.60278,-0.99135,-1.59526,0.32664,-1.12386,-0.73762,0.96418,0.08077,-1.1737,-0.03438,-0.67954,1
peptide_pm_396,0.98477,-1.59822,0.11895,1.46748,-1.68153,0.42892,1.16455,0.19627,1.1441,2.18429,-0.30165,-0.45381,0.85967,0.75165,0.91392,1.77829,0.46693,0.72587,0.30585,0.12069,-1.43167,-0.38511,-2.09217,0.7114,1
peptide_pm_397,-0.46779,2.03099,-0.26183,-0.14125,1.11906,0.11266,-1.38617,1.06783,-0.6058,-1.3882,0.96831,-0.76684,-1.30617,1.05513,-0.05871,-1.72212,0.4467,-0.26196,-0.86319,0.22308,0.8897,-1.34589,0.83027,-0.36944,1
peptide_pm_398,-0.43951,-0.33218,1.91299,1.24092,-0.7572,1.19022,0.16442,1.92751,-0.63452,-1.0611,1.12672,0.04488,0.39265,1.89887,-0.42683,-0.14579,1.84562,-0.56163,-0.55498,1.74853,0.11475,-0.12276,0.44104,0.35809,1
peptide_pm_399,-0.17346,1.90959,-0.70797,-0.12846,-0.01519,-0.35212,0.53488,0.06452,0.32231,0.55626,1.75498,-1.28891,1.10356,0.18484,0.6548,0.44495,0.87855,0.07603,0.90673,1.17427,-0.56165,-0.61617,-0.91473,0.37226,1
peptide_pm_400,-0.39932,-1.26036,0.48983,-0.26788,-0.73561,-0.30232,-0.27355,1.14014,0.61066,0.62147,-0.60603,0.09179,-0.05635,1.28709,0.80016,-0.12791,1.17357,0.50183,-0.04648,0.31037,0.91942,-1.01425,-0.42446,1.23332,1
peptide_pm_401,-0.34073,0.41648,0.54397,1.08379,-0.00774,0.65865,-1.09593,0.44069,-0.78653,-1.35597,0.68594,-0.11541,-0.84151,0.53502,-0.66755,-1.36733,0.31914,-0.8025,-0.97741,1.07912,-0.24617,-1.01739,-0.26335,-0.3624,1
peptide_pm_402,-0.60483,-0.41086,-0.32199,-0.06669,-0.15607,-0.35848,0.0405,0.30111,2.39306,0.90783,0.58735,0.33179,0.27633,0.6815,2.51,0.39305,0.58111,2.43397,0.12045,1.46106,0.26999,-2.49862,-1.29536,0.21195,1
peptide_pm_403,0.69621,1.02577,-0.90157,0.96001,0.15483,0.03913,1.32609,-1.20872,0.07732,0.36501,-0.0954,-0.85072,1.17691,-1.12287,0.07962,0.73521,-0.2091,-0.23656,0.55056,0.37885,-0.91836,1.03986,-0.06197,0.3044,1
peptide_pm_404,-0.60634,1.92155,-0.23383,-1.41541,1.41687,0.16581,-0.53255,0.99119,-0.00844,0.48684,1.84483,-1.48455,0.02507,0.9726,0.07165,-0.19083,1.73132,0.11055,0.54499,1.94767,-0.37102,-0.58704,1.35062,1.84672,1
peptide_pm_405,1.04403,-0.08858,0.07905,1.85384,-0.63627,-0.56076,-0.81022,-1.55221,-0.59282,0.55821,-1.22545,0.8038,-0.83128,-1.65393,-0.25955,-0.82977,-1.50651,-0.81678,-0.42634,-0.66348,-0.25747,1.29363,0.98982,-2.15171,1
peptide_pm_406,-0.01877,1.66702,-0.70526,-1.09426,1.23005,0.05961,0.37904,-0.42505,1.84913,-0.31476,2.01788,-1.49748,0.75929,-0.21459,1.58153,0.35399,0.29673,1.25663,0.88968,1.17,-0.76822,0.86971,-0.9957,1.57194,1
peptide_pm_407,1.29068,-0.06668,-0.75991,1.35385,0.21184,-0.74918,1.1628,2.12372,-0.528,1.33142,0.17503,-0.73891,0.9544,2.39761,-0.7894,1.11593,1.92737,-0.51509,0.45586,1.62178,-1.46572,1.35752,0.72154,-0.62325,1
peptide_pm_408,0.88731,-0.23405,-0.72673,1.5519,-1.03215,0.02212,0.92115,-0.33259,1.08423,1.93408,-0.07512,0.01557,0.79689,-0.43045,1.56496,1.12483,-0.67865,1.71413,0.67712,0.4292,1.12817,0.96005,0.58461,1.19206,1
peptide_pm_409,0.06299,-0.04367,1.27677,-0.44801,1.08327,1.23026,1.16478,0.25798,-0.46913,-0.60266,1.81137,1.02982,1.08888,0.45121,-0.10443,1.49998,-0.07842,-0.09403,0.43101,-0.04338,0.74222,-0.44207,1.90044,0.78132,1
peptide_pm_410,0.37556,0.30983,-1.83938,0.86408,-1.02059,-0.42438,0.03086,-1.53956,-1.10892,0.70769,-0.02037,-0.47377,-0.03755,-1.64374,-0.92455,-0.02099,-1.05102,-0.92297,0.12646,-0.65221,-0.76026,1.26326,0.40668,-1.54037,1
peptide_pm_411,-0.52135,0.72483,-1.25184,0.17344,0.15595,-0.489,-0.44608,-0.32934,-0.67111,0.68969,-0.79,-1.6111,-0.6115,-0.29494,-0.704,-1.09117,-1.48646,-1.11949,-2.14445,-0.68581,-1.65236,0.0359,-0.6079,-0.60015,1
peptide_pm_412,-0.288,1.97778,-1.09487,-0.32668,1.35637,1.37855,-0.07323,-1.04533,-0.21728,-0.57136,2.67352,-0.37414,-0.30017,-0.63034,-1.29912,-0.1092,-1.68058,-1.07871,-0.47043,1.73488,-0.03591,0.7242,0.3435,-0.34646,1
peptide_pm_413,-0.46334,0.47715,0.59247,0.29048,0.35363,0.06794,0.02109,-0.88866,1.8502,-0.92164,0.89887,0.90064,0.07632,-1.06293,2.00168,-0.61033,-0.61763,2.10763,-0.41631,1.11003,1.10314,-0.26109,-0.4177,1.01668,1
peptide_pm_414,-0.54019,-0.12339,-0.70941,0.05219,0.53602,-0.61195,0.74047,0.43233,-0.5754,0.2362,1.01592,0.74872,0.59867,0.4652,-0.58308,0.56355,0.72692,-0.35778,0.42354,0.69869,-0.73217,-1.25611,-2.29587,-1.03392,1
peptide_pm_415,-0.77189,0.09531,0.73616,0.50849,-0.25882,1.16801,-0.64662,0.45185,0.5987,0.64191,-0.6964,0.76304,-0.39213,0.43187,0.30614,-0.47276,0.62389,0.16372,0.77951,0.34258,-1.12577,0.30521,0.81173,0.57402,1
